Sort Code,Master sort,Site ID,Sample replicate,Lab Code,DPN,qPCR Run,Well,Amplifiable DNA,qPCR Run,Well,Amplifiable DNA,Score,Frequency,qPCR Run,Well,ONKI,Score,Frequency,Converted Ct,Transformed Ct,Mean Transformed Ct,Transformed Ct StDev,Spacer,Assay Plate Run Controls,,,,,,,,,,,,,,,,,,
14,,"10kL Flow, Tank 19",2,19.10.2,,,,,,,,,,013019LCB1F,E04,34.46,1,,34.46,15.541,,,24a,,,,,,ePLANT5,012919LCB1G,C11,37.22,0,,,,,,,,,14
14,,"10kL Flow, Tank 19",2,19.10.2,,,,,,,,,,013019LCB1F,F04,35.15,1,,35.15,14.851,,,24a,,,,,,ePLANT5,012919LCB1G,D11,37.51,0,,,,,,,,,14
14,,"10kL Flow, Tank 19",2,19.10.2,,,,,,,,,,013019LCB1F,G04,35.1,1,,35.1,14.901,,,24a,,,,,,ePLANT5,012919LCB1G,E11,37.59,0,,,,,,,,,14
14,,"10kL Flow, Tank 19",2,19.10.2,,,,,,,,,,013019LCB1F,H04,34.18,1,,34.18,15.821,,,24a,,,,,,ePLANT5,012919LCB1G,F11,37.82,0,,,,,,,,,14
15,15,"10kL Flow, Tank 19",3,19.10.3,12a,012919LCB1G,E02,17.01,,,,1, 4/4,012619LCB1H,A02,32.67,1,8/8,32.67,17.331,17.181,0.931,12a,,,,,,ePLANT5,012919LCB1G,G11,37.87,0,,,,,,,,,14
15,,"10kL Flow, Tank 19",3,19.10.3,,012919LCB1G,F02,17.07,,,,1,,012619LCB1H,B02,32.55,1,,32.55,17.451,,,12a,,,,,,ePLANT5,012919LCB1G,H11,37.96,0,,,,,,,,,15
15,,"10kL Flow, Tank 19",3,19.10.3,,012919LCB1G,G02,17.29,,,,1,,012619LCB1H,C02,33.07,1,,33.07,16.931,,,12a,,,,,,ePLANT5,012919LCB1F,A11,35.53,0,0/8,,,,,,,,15
15,,"10kL Flow, Tank 19",3,19.10.3,,012919LCB1G,H02,17.81,,,,1,,012619LCB1H,D02,34.93,1,,34.93,15.071,,,12a,,,,,,ePLANT5,012919LCB1F,B11,39.27,0,,,,,,,,,15
15,,"10kL Flow, Tank 19",3,19.10.3,,,,,,,,,,012619LCB1H,E02,32,1,,32,18.001,,,12a,,,,,,ePLANT5,012919LCB1F,C11,37.87,0,,,,,,,,,15
15,,"10kL Flow, Tank 19",3,19.10.3,,,,,,,,,,012619LCB1H,F02,32.06,1,,32.06,17.941,,,12a,,,,,,ePLANT5,012919LCB1F,D11,38.2,0,,,,,,,,,15
15,,"10kL Flow, Tank 19",3,19.10.3,,,,,,,,,,012619LCB1H,G02,32.91,1,,32.91,17.091,,,12a,,,,,,ePLANT5,012919LCB1F,E11,39.99,0,,,,,,,,,15
15,,"10kL Flow, Tank 19",3,19.10.3,,,,,,,,,,012619LCB1H,H02,32.37,1,,32.37,17.631,,,12a,,,,,,ePLANT5,012919LCB1F,F11,39.68,0,,,,,,,,,15
16,16,"10kL Flow, Tank 19",4,19.10.4,7a,012919LCB1G,A07,18.95,,,,1, 4/4,012919LCB3F,A07,35.43,1,8/8,35.43,14.571,14.174,1.461,7a,,,,,,ePLANT5,012919LCB1F,G11,40.84,0,,,,,,,,,15
16,,"10kL Flow, Tank 19",4,19.10.4,,012919LCB1G,B07,18.97,,,,1,,012919LCB3F,B07,36.74,1,,36.74,13.261,,,7a,,,,,,ePLANT5,012919LCB1F,H11,39.23,0,,,,,,,,,16
16,,"10kL Flow, Tank 19",4,19.10.4,,012919LCB1G,C07,18.3,,,,1,,012919LCB3F,C07,35.36,1,,35.36,14.641,,,7a,,,,,,eONKI4,012919LCB3F,A11,N/A,0,0/8,,,,,,,,16
16,,"10kL Flow, Tank 19",4,19.10.4,,012919LCB1G,D07,18.02,,,,1,,012919LCB3F,D07,34.34,1,,34.34,15.661,,,7a,,,,,,eONKI4,012919LCB3F,B11,N/A,0,,,,,,,,,16
16,,"10kL Flow, Tank 19",4,19.10.4,,,,,,,,,,012919LCB3F,E07,36.43,1,,36.43,13.571,,,7a,,,,,,eONKI4,012919LCB3F,C11,N/A,0,,,,,,,,,16
16,,"10kL Flow, Tank 19",4,19.10.4,,,,,,,,,,012919LCB3F,F07,34.45,1,,34.45,15.551,,,7a,,,,,,eONKI4,012919LCB3F,D11,N/A,0,,,,,,,,,16
16,,"10kL Flow, Tank 19",4,19.10.4,,,,,,,,,,012919LCB3F,G07,35.09,1,,35.09,14.911,,,7a,,,,,,eONKI4,012919LCB3F,E11,N/A,0,,,,,,,,,16
16,,"10kL Flow, Tank 19",4,19.10.4,,,,,,,,,,012919LCB3F,H07,38.78,1,,38.78,11.221,,,7a,,,,,,eONKI4,012919LCB3F,F11,N/A,0,,,,,,,,,16
17,17,"10kL Flow, Tank 20",1,20.10.1,19a,012919LCB1G,E09,17.47,,,,1, 4/4,020719LCB1G,A09,33.36,1,8/8,33.36,16.641,16.461,0.555,19a,,,,,,eONKI4,012919LCB3F,G11,N/A,0,,,,,,,,,16
17,,"10kL Flow, Tank 20",1,20.10.1,,012919LCB1G,F09,17.19,,,,1,,020719LCB1G,B09,33.2,1,,33.2,16.801,,,19a,,,,,,eONKI4,012919LCB3F,H11,N/A,0,,,,,,,,,17
17,,"10kL Flow, Tank 20",1,20.10.1,,012919LCB1G,G09,17.4,,,,1,,020719LCB1G,C09,33.23,1,,33.23,16.771,,,19a,,,,,,eONKI4,013019LCB1F,A11,N/A,0,0/8,,,,,,,,17
17,,"10kL Flow, Tank 20",1,20.10.1,,012919LCB1G,H09,17.76,,,,1,,020719LCB1G,D09,33.22,1,,33.22,16.781,,,19a,,,,,,eONKI4,013019LCB1F,B11,N/A,0,,,,,,,,,17
17,,"10kL Flow, Tank 20",1,20.10.1,,,,,,,,,,020719LCB1G,E09,33.73,1,,33.73,16.271,,,19a,,,,,,eONKI4,013019LCB1F,C11,N/A,0,,,,,,,,,17
17,,"10kL Flow, Tank 20",1,20.10.1,,,,,,,,,,020719LCB1G,F09,34.75,1,,34.75,15.251,,,19a,,,,,,eONKI4,013019LCB1F,D11,N/A,0,,,,,,,,,17
17,,"10kL Flow, Tank 20",1,20.10.1,,,,,,,,,,020719LCB1G,G09,33.04,1,,33.04,16.961,,,19a,,,,,,eONKI4,013019LCB1F,E11,N/A,0,,,,,,,,,17
17,,"10kL Flow, Tank 20",1,20.10.1,,,,,,,,,,020719LCB1G,H09,33.79,1,,33.79,16.211,,,19a,,,,,,eONKI4,013019LCB1F,F11,N/A,0,,,,,,,,,17
18,18,"10kL Flow, Tank 20",2,20.10.2,10a,012919LCB1G,A10,18.43,,,,1, 4/4,012919LCB3F,A10,33.06,1,8/8,33.06,16.941,16.957,0.582,10a,,,,,,eONKI4,013019LCB1F,G11,N/A,0,,,,,,,,,17
18,,"10kL Flow, Tank 20",2,20.10.2,,012919LCB1G,B10,18.24,,,,1,,012919LCB3F,B10,34.06,1,,34.06,15.941,,,10a,,,,,,eONKI4,013019LCB1F,H11,N/A,0,,,,,,,,,18
18,,"10kL Flow, Tank 20",2,20.10.2,,012919LCB1G,C10,19.49,,,,1,,012919LCB3F,C10,32.36,1,,32.36,17.641,,,10a,,,,,,eONKI4,020719LCB1F,A11,N/A,0,0/8,,,,,,,,18
18,,"10kL Flow, Tank 20",2,20.10.2,,012919LCB1G,D10,18.73,,,,1,,012919LCB3F,D10,32.89,1,,32.89,17.111,,,10a,,,,,,eONKI4,020719LCB1F,B11,N/A,0,,,,,,,,,18
18,,"10kL Flow, Tank 20",2,20.10.2,,,,,,,,,,012919LCB3F,E10,32.5,1,,32.5,17.501,,,10a,,,,,,eONKI4,020719LCB1F,C11,N/A,0,,,,,,,,,18
18,,"10kL Flow, Tank 20",2,20.10.2,,,,,,,,,,012919LCB3F,F10,32.63,1,,32.63,17.371,,,10a,,,,,,eONKI4,020719LCB1F,D11,N/A,0,,,,,,,,,18
18,,"10kL Flow, Tank 20",2,20.10.2,,,,,,,,,,012919LCB3F,G10,33.64,1,,33.64,16.361,,,10a,,,,,,eONKI4,020719LCB1F,E11,N/A,0,,,,,,,,,18
18,,"10kL Flow, Tank 20",2,20.10.2,,,,,,,,,,012919LCB3F,H10,33.21,1,,33.21,16.791,,,10a,,,,,,eONKI4,020719LCB1F,F11,N/A,0,,,,,,,,,18
19,19,"10kL Flow, Tank 20",3,20.10.3,17a,012919LCB1G,E07,19.28,,,,1, 4/4,012619LCB1H,A07,34.26,1,8/8,34.26,15.741,16.135,0.751,17a,,,,,,eONKI4,020719LCB1F,G11,N/A,0,,,,,,,,,18
19,,"10kL Flow, Tank 20",3,20.10.3,,012919LCB1G,F07,19.53,,,,1,,012619LCB1H,B07,34.29,1,,34.29,15.711,,,17a,,,,,,eONKI4,020719LCB1F,H11,N/A,0,,,,,,,,,19
19,,"10kL Flow, Tank 20",3,20.10.3,,012919LCB1G,G07,20.04,,,,1,,012619LCB1H,C07,33.1,1,,33.1,16.901,,,17a,,,,,,eONKI4,020719LCB1G,A11,N/A,0,0/8,,,,,,,,19
19,,"10kL Flow, Tank 20",3,20.10.3,,012919LCB1G,H07,20.06,,,,1,,012619LCB1H,D07,33.31,1,,33.31,16.691,,,17a,,,,,,eONKI4,020719LCB1G,B11,N/A,0,,,,,,,,,19
19,,"10kL Flow, Tank 20",3,20.10.3,,,,,,,,,,012619LCB1H,E07,33.01,1,,33.01,16.991,,,17a,,,,,,eONKI4,020719LCB1G,C11,N/A,0,,,,,,,,,19
19,,"10kL Flow, Tank 20",3,20.10.3,,,,,,,,,,012619LCB1H,F07,33.4,1,,33.4,16.601,,,17a,,,,,,eONKI4,020719LCB1G,D11,N/A,0,,,,,,,,,19
19,,"10kL Flow, Tank 20",3,20.10.3,,,,,,,,,,012619LCB1H,G07,35,1,,35,15.001,,,17a,,,,,,eONKI4,020719LCB1G,E11,N/A,0,,,,,,,,,19
19,,"10kL Flow, Tank 20",3,20.10.3,,,,,,,,,,012619LCB1H,H07,34.56,1,,34.56,15.441,,,17a,,,,,,eONKI4,020719LCB1G,F11,N/A,0,,,,,,,,,19
20,20,"10kL Flow, Tank 20",4,20.10.4,9a,012919LCB1G,A09,16.97,,,,1, 4/4,012919LCB3F,A09,31.6,1,8/8,31.6,18.401,17.772,0.635,9a,,,,,,eONKI4,020719LCB1G,G11,N/A,0,,,,,,,,,19
20,,"10kL Flow, Tank 20",4,20.10.4,,012919LCB1G,B09,17.52,,,,1,,012919LCB3F,B09,32.41,1,,32.41,17.591,,,9a,,,,,,eONKI4,020719LCB1G,H11,N/A,0,,,,,,,,,20
20,,"10kL Flow, Tank 20",4,20.10.4,,012919LCB1G,C09,17.88,,,,1,,012919LCB3F,C09,33.36,1,,33.36,16.641,,,9a,,,,,,,,,,,,,,,,,,,20
20,,"10kL Flow, Tank 20",4,20.10.4,,012919LCB1G,D09,17.22,,,,1,,012919LCB3F,D09,32.48,1,,32.48,17.521,,,9a,,,,,,,,,,,,,,,,,,,20
20,,"10kL Flow, Tank 20",4,20.10.4,,,,,,,,,,012919LCB3F,E09,31.38,1,,31.38,18.621,,,9a,,,,,,,,,,,,,,,,,,,20
20,,"10kL Flow, Tank 20",4,20.10.4,,,,,,,,,,012919LCB3F,F09,32.08,1,,32.08,17.921,,,9a,,,,,,,,,,,,,,,,,,,20
20,,"10kL Flow, Tank 20",4,20.10.4,,,,,,,,,,012919LCB3F,G09,31.87,1,,31.87,18.131,,,9a,,,,,,,,,,,,,,,,,,,20
20,,"10kL Flow, Tank 20",4,20.10.4,,,,,,,,,,012919LCB3F,H09,32.65,1,,32.65,17.351,,,9a,,,,,,,,,,,,,,,,,,,20
21,21,"10kL Flow, Tank 21",1,21.10.1,15a,012919LCB1G,E05,21.44,,,,1, 4/4,012619LCB1H,A05,N/A,0,6/8,50,0.001,8.727,5.601,15a,,,,,,,,,,,,,,,,,,,20
21,,"10kL Flow, Tank 21",1,21.10.1,,012919LCB1G,F05,22.09,,,,1,,012619LCB1H,B05,39.57,1,,39.57,10.431,,,15a,,,,,,,,,,,,,,,,,,,21
21,,"10kL Flow, Tank 21",1,21.10.1,,012919LCB1G,G05,22.34,,,,1,,012619LCB1H,C05,38.44,1,,38.44,11.561,,,15a,,,,,,,,,,,,,,,,,,,21
21,,"10kL Flow, Tank 21",1,21.10.1,,012919LCB1G,H05,23.04,,,,1,,012619LCB1H,D05,37.87,1,,37.87,12.131,,,15a,,,,,,,,,,,,,,,,,,,21
21,,"10kL Flow, Tank 21",1,21.10.1,,,,,,,,,,012619LCB1H,E05,35.89,1,,35.89,14.111,,,15a,,,,,,,,,,,,,,,,,,,21
21,,"10kL Flow, Tank 21",1,21.10.1,,,,,,,,,,012619LCB1H,F05,37.3,1,,37.3,12.701,,,15a,,,,,,,,,,,,,,,,,,,21
21,,"10kL Flow, Tank 21",1,21.10.1,,,,,,,,,,012619LCB1H,G05,N/A,0,,50,0.001,,,15a,,,,,,,,,,,,,,,,,,,21
21,,"10kL Flow, Tank 21",1,21.10.1,,,,,,,,,,012619LCB1H,H05,41.12,1,,41.12,8.881,,,15a,,,,,,,,,,,,,,,,,,,21
22,22,"10kL Flow, Tank 21",2,21.10.2,13a,012919LCB1G,E03,19.74,,,,1, 4/4,012619LCB1H,A03,36.01,1,8/8,36.01,13.991,13.086,1.802,13a,,,,,,,,,,,,,,,,,,,21
22,,"10kL Flow, Tank 21",2,21.10.2,,012919LCB1G,F03,19.89,,,,1,,012619LCB1H,B03,36.35,1,,36.35,13.651,,,13a,,,,,,,,,,,,,,,,,,,22
22,,"10kL Flow, Tank 21",2,21.10.2,,012919LCB1G,G03,19.88,,,,1,,012619LCB1H,C03,36.7,1,,36.7,13.301,,,13a,,,,,,,,,,,,,,,,,,,22
22,,"10kL Flow, Tank 21",2,21.10.2,,012919LCB1G,H03,20.64,,,,1,,012619LCB1H,D03,35.73,1,,35.73,14.271,,,13a,,,,,,,,,,,,,,,,,,,22
22,,"10kL Flow, Tank 21",2,21.10.2,,,,,,,,,,012619LCB1H,E03,36.15,1,,36.15,13.851,,,13a,,,,,,,,,,,,,,,,,,,22
22,,"10kL Flow, Tank 21",2,21.10.2,,,,,,,,,,012619LCB1H,F03,36.82,1,,36.82,13.181,,,13a,,,,,,,,,,,,,,,,,,,22
22,,"10kL Flow, Tank 21",2,21.10.2,,,,,,,,,,012619LCB1H,G03,41.29,1,,41.29,8.711,,,13a,,,,,,,,,,,,,,,,,,,22
22,,"10kL Flow, Tank 21",2,21.10.2,,,,,,,,,,012619LCB1H,H03,36.27,1,,36.27,13.731,,,13a,,,,,,,,,,,,,,,,,,,22
23,23,"10kL Flow, Tank 21",3,21.10.3,27a,012919LCB1F,A07,17.49,,,,1, 4/4,013019LCB1F,A07,32.82,1,8/8,32.82,17.181,17.465,0.570,27a,,,,,,,,,,,,,,,,,,,22
23,,"10kL Flow, Tank 21",3,21.10.3,,012919LCB1F,B07,17.19,,,,1,,013019LCB1F,B07,31.69,1,,31.69,18.311,,,27a,,,,,,,,,,,,,,,,,,,23
23,,"10kL Flow, Tank 21",3,21.10.3,,012919LCB1F,C07,17.3,,,,1,,013019LCB1F,C07,32.03,1,,32.03,17.971,,,27a,,,,,,,,,,,,,,,,,,,23
23,,"10kL Flow, Tank 21",3,21.10.3,,012919LCB1F,D07,17.48,,,,1,,013019LCB1F,D07,33.51,1,,33.51,16.491,,,27a,,,,,,,,,,,,,,,,,,,23
23,,"10kL Flow, Tank 21",3,21.10.3,,,,,,,,,,013019LCB1F,E07,32.34,1,,32.34,17.661,,,27a,,,,,,,,,,,,,,,,,,,23
23,,"10kL Flow, Tank 21",3,21.10.3,,,,,,,,,,013019LCB1F,F07,32.32,1,,32.32,17.681,,,27a,,,,,,,,,,,,,,,,,,,23
23,,"10kL Flow, Tank 21",3,21.10.3,,,,,,,,,,013019LCB1F,G07,32.62,1,,32.62,17.381,,,27a,,,,,,,,,,,,,,,,,,,23
23,,"10kL Flow, Tank 21",3,21.10.3,,,,,,,,,,013019LCB1F,H07,32.96,1,,32.96,17.041,,,27a,,,,,,,,,,,,,,,,,,,23
24,24,"10kL Flow, Tank 21",4,21.10.4,23a,012919LCB1F,A03,17.41,,,,1, 4/4,013019LCB1F,A03,33.34,1,8/8,33.34,16.661,16.669,0.655,23a,,,,,,,,,,,,,,,,,,,23
24,,"10kL Flow, Tank 21",4,21.10.4,,012919LCB1F,B03,18.33,,,,1,,013019LCB1F,B03,34.35,1,,34.35,15.651,,,23a,,,,,,,,,,,,,,,,,,,24
24,,"10kL Flow, Tank 21",4,21.10.4,,012919LCB1F,C03,18.43,,,,1,,013019LCB1F,C03,32.85,1,,32.85,17.151,,,23a,,,,,,,,,,,,,,,,,,,24
24,,"10kL Flow, Tank 21",4,21.10.4,,012919LCB1F,D03,18.19,,,,1,,013019LCB1F,D03,32.81,1,,32.81,17.191,,,23a,,,,,,,,,,,,,,,,,,,24
24,,"10kL Flow, Tank 21",4,21.10.4,,,,,,,,,,013019LCB1F,E03,33.29,1,,33.29,16.711,,,23a,,,,,,,,,,,,,,,,,,,24
24,,"10kL Flow, Tank 21",4,21.10.4,,,,,,,,,,013019LCB1F,F03,32.5,1,,32.5,17.501,,,23a,,,,,,,,,,,,,,,,,,,24
24,,"10kL Flow, Tank 21",4,21.10.4,,,,,,,,,,013019LCB1F,G03,34.21,1,,34.21,15.791,,,23a,,,,,,,,,,,,,,,,,,,24
24,,"10kL Flow, Tank 21",4,21.10.4,,,,,,,,,,013019LCB1F,H03,33.31,1,,33.31,16.691,,,23a,,,,,,,,,,,,,,,,,,,24
25,25,"10kL Flow, Tank 24",1,24.10.1,25a,012919LCB1F,A05,18.18,,,,1, 4/4,013019LCB1F,A05,34.36,1,8/8,34.36,15.641,15.284,0.564,25a,,,,,,,,,,,,,,,,,,,24
25,,"10kL Flow, Tank 24",1,24.10.1,,012919LCB1F,B05,18.28,,,,1,,013019LCB1F,B05,35.05,1,,35.05,14.951,,,25a,,,,,,,,,,,,,,,,,,,25
25,,"10kL Flow, Tank 24",1,24.10.1,,012919LCB1F,C05,18.45,,,,1,,013019LCB1F,C05,34.04,1,,34.04,15.961,,,25a,,,,,,,,,,,,,,,,,,,25
25,,"10kL Flow, Tank 24",1,24.10.1,,012919LCB1F,D05,19.41,,,,1,,013019LCB1F,D05,34.18,1,,34.18,15.821,,,25a,,,,,,,,,,,,,,,,,,,25
25,,"10kL Flow, Tank 24",1,24.10.1,,,,,,,,,,013019LCB1F,E05,34.24,1,,34.24,15.761,,,25a,,,,,,,,,,,,,,,,,,,25
25,,"10kL Flow, Tank 24",1,24.10.1,,,,,,,,,,013019LCB1F,F05,35.18,1,,35.18,14.821,,,25a,,,,,,,,,,,,,,,,,,,25
25,,"10kL Flow, Tank 24",1,24.10.1,,,,,,,,,,013019LCB1F,G05,35.26,1,,35.26,14.741,,,25a,,,,,,,,,,,,,,,,,,,25
25,,"10kL Flow, Tank 24",1,24.10.1,,,,,,,,,,013019LCB1F,H05,35.43,1,,35.43,14.571,,,25a,,,,,,,,,,,,,,,,,,,25
26,26,"10kL Flow, Tank 24",2,24.10.2,16a,012919LCB1G,E06,16.77,,,,1, 4/4,012619LCB1H,A06,32.13,1,8/8,32.13,17.871,18.816,0.687,16a,,,,,,,,,,,,,,,,,,,25
26,,"10kL Flow, Tank 24",2,24.10.2,,012919LCB1G,F06,17,,,,1,,012619LCB1H,B06,32.18,1,,32.18,17.821,,,16a,,,,,,,,,,,,,,,,,,,26
26,,"10kL Flow, Tank 24",2,24.10.2,,012919LCB1G,G06,16.9,,,,1,,012619LCB1H,C06,30.46,1,,30.46,19.541,,,16a,,,,,,,,,,,,,,,,,,,26
26,,"10kL Flow, Tank 24",2,24.10.2,,012919LCB1G,H06,17.26,,,,1,,012619LCB1H,D06,31.42,1,,31.42,18.581,,,16a,,,,,,,,,,,,,,,,,,,26
26,,"10kL Flow, Tank 24",2,24.10.2,,,,,,,,,,012619LCB1H,E06,30.58,1,,30.58,19.421,,,16a,,,,,,,,,,,,,,,,,,,26
26,,"10kL Flow, Tank 24",2,24.10.2,,,,,,,,,,012619LCB1H,F06,30.64,1,,30.64,19.361,,,16a,,,,,,,,,,,,,,,,,,,26
26,,"10kL Flow, Tank 24",2,24.10.2,,,,,,,,,,012619LCB1H,G06,30.78,1,,30.78,19.221,,,16a,,,,,,,,,,,,,,,,,,,26
26,,"10kL Flow, Tank 24",2,24.10.2,,,,,,,,,,012619LCB1H,H06,31.29,1,,31.29,18.711,,,16a,,,,,,,,,,,,,,,,,,,26
27,27,"10kL Flow, Tank 24",3,24.10.3,2a,012919LCB1G,A02,17.07,,,,1, 4/4,012919LCB3F,A02,32.44,1,8/8,32.44,17.561,17.501,0.333,2a,,,,,,,,,,,,,,,,,,,26
27,,"10kL Flow, Tank 24",3,24.10.3,,012919LCB1G,B02,17.28,,,,1,,012919LCB3F,B02,32.17,1,,32.17,17.831,,,2a,,,,,,,,,,,,,,,,,,,27
27,,"10kL Flow, Tank 24",3,24.10.3,,012919LCB1G,C02,16.85,,,,1,,012919LCB3F,C02,32.44,1,,32.44,17.561,,,2a,,,,,,,,,,,,,,,,,,,27
27,,"10kL Flow, Tank 24",3,24.10.3,,012919LCB1G,D02,17.09,,,,1,,012919LCB3F,D02,32.52,1,,32.52,17.481,,,2a,,,,,,,,,,,,,,,,,,,27
27,,"10kL Flow, Tank 24",3,24.10.3,,,,,,,,,,012919LCB3F,E02,33.04,1,,33.04,16.961,,,2a,,,,,,,,,,,,,,,,,,,27
27,,"10kL Flow, Tank 24",3,24.10.3,,,,,,,,,,012919LCB3F,F02,32.44,1,,32.44,17.561,,,2a,,,,,,,,,,,,,,,,,,,27
27,,"10kL Flow, Tank 24",3,24.10.3,,,,,,,,,,012919LCB3F,G02,32.05,1,,32.05,17.951,,,2a,,,,,,,,,,,,,,,,,,,27
27,,"10kL Flow, Tank 24",3,24.10.3,,,,,,,,,,012919LCB3F,H02,32.9,1,,32.9,17.101,,,2a,,,,,,,,,,,,,,,,,,,27
29,29,"20kL Flow, Tank 19",1,19.20.1,9,080818JMR1G,A09,18.49,,,,1, 4/4,080818JMR2H,A09,34.07,1,8/8,34.07,15.931,16.049,0.703,9,,,,,,,,,,,,,,,,,,,28
29,,"20kL Flow, Tank 19",1,19.20.1,,080818JMR1G,B09,17.84,,,,1,,080818JMR2H,B09,33.24,1,,33.24,16.761,,,9,,,,,,,,,,,,,,,,,,,
29,,"20kL Flow, Tank 19",1,19.20.1,,080818JMR1G,C09,17.8,,,,1,,080818JMR2H,C09,35.23,1,,35.23,14.771,,,9,,,,,,,,,,,,,,,,,,,29
29,,"20kL Flow, Tank 19",1,19.20.1,,080818JMR1G,D09,17.96,,,,1,,080818JMR2H,D09,33.57,1,,33.57,16.431,,,9,,,,,,,,,,,,,,,,,,,29
29,,"20kL Flow, Tank 19",1,19.20.1,,,,,,,,,,080818JMR2H,E09,33.32,1,,33.32,16.681,,,9,,,,,,,,,,,,,,,,,,,29
29,,"20kL Flow, Tank 19",1,19.20.1,,,,,,,,,,080818JMR2H,F09,34.42,1,,34.42,15.581,,,9,,,,,,,,,,,,,,,,,,,29
29,,"20kL Flow, Tank 19",1,19.20.1,,,,,,,,,,080818JMR2H,G09,33.37,1,,33.37,16.631,,,9,,,,,,,,,,,,,,,,,,,29
29,,"20kL Flow, Tank 19",1,19.20.1,,,,,,,,,,080818JMR2H,H09,34.4,1,,34.4,15.601,,,9,,,,,,,,,,,,,,,,,,,29
30,30,"20kL Flow, Tank 19",2,19.20.2,29,080818JMR1H,A09,19.76,,,,1, 4/4,080818JMR3G,A09,35.39,1,8/8,35.39,14.611,15.404,0.639,29,,,,,,,,,,,,,,,,,,,29
30,,"20kL Flow, Tank 19",2,19.20.2,,080818JMR1H,B09,18.94,,,,1,,080818JMR3G,B09,34.98,1,,34.98,15.021,,,29,,,,,,,,,,,,,,,,,,,29
30,,"20kL Flow, Tank 19",2,19.20.2,,080818JMR1H,C09,18.87,,,,1,,080818JMR3G,C09,34.52,1,,34.52,15.481,,,29,,,,,,,,,,,,,,,,,,,30
30,,"20kL Flow, Tank 19",2,19.20.2,,080818JMR1H,D09,19.04,,,,1,,080818JMR3G,D09,34.24,1,,34.24,15.761,,,29,,,,,,,,,,,,,,,,,,,30
30,,"20kL Flow, Tank 19",2,19.20.2,,,,,,,,,,080818JMR3G,E09,35.14,1,,35.14,14.861,,,29,,,,,,,,,,,,,,,,,,,30
30,,"20kL Flow, Tank 19",2,19.20.2,,,,,,,,,,080818JMR3G,F09,33.63,1,,33.63,16.371,,,29,,,,,,,,,,,,,,,,,,,30
30,,"20kL Flow, Tank 19",2,19.20.2,,,,,,,,,,080818JMR3G,G09,33.86,1,,33.86,16.141,,,29,,,,,,,,,,,,,,,,,,,30
30,,"20kL Flow, Tank 19",2,19.20.2,,,,,,,,,,080818JMR3G,H09,35.02,1,,35.02,14.981,,,29,,,,,,,,,,,,,,,,,,,30
31,31,"20kL Flow, Tank 19",3,19.20.3,31,080818JMR1H,E01,28.13,,,,1, 4/4,080818JMR3H,A01,N/A,0,0/8,50,0.001,0.001,0.000,31,,,,,,,,,,,,,,,,,,,30
31,,"20kL Flow, Tank 19",3,19.20.3,,080818JMR1H,F01,28.39,,,,1,,080818JMR3H,B01,N/A,0,,50,0.001,,,31,,,,,,,,,,,,,,,,,,,30
31,,"20kL Flow, Tank 19",3,19.20.3,,080818JMR1H,G01,28.39,,,,1,,080818JMR3H,C01,N/A,0,,50,0.001,,,31,,,,,,,,,,,,,,,,,,,31
31,,"20kL Flow, Tank 19",3,19.20.3,,080818JMR1H,H01,27.91,,,,1,,080818JMR3H,D01,N/A,0,,50,0.001,,,31,,,,,,,,,,,,,,,,,,,31
31,,"20kL Flow, Tank 19",3,19.20.3,,,,,,,,,,080818JMR3H,E01,N/A,0,,50,0.001,,,31,,,,,,,,,,,,,,,,,,,31
31,,"20kL Flow, Tank 19",3,19.20.3,,,,,,,,,,080818JMR3H,F01,N/A,0,,50,0.001,,,31,,,,,,,,,,,,,,,,,,,31
31,,"20kL Flow, Tank 19",3,19.20.3,,,,,,,,,,080818JMR3H,G01,N/A,0,,50,0.001,,,31,,,,,,,,,,,,,,,,,,,31
31,,"20kL Flow, Tank 19",3,19.20.3,,,,,,,,,,080818JMR3H,H01,N/A,0,,50,0.001,,,31,,,,,,,,,,,,,,,,,,,31
32,32,"20kL Flow, Tank 20",1,20.20.1,23,080818JMR1H,A03,17.27,,,,1, 4/4,080818JMR3G,A03,34.11,1,8/8,34.11,15.891,15.765,0.671,23,,,,,,,,,,,,,,,,,,,31
32,,"20kL Flow, Tank 20",1,20.20.1,,080818JMR1H,B03,17.43,,,,1,,080818JMR3G,B03,35.09,1,,35.09,14.911,,,23,,,,,,,,,,,,,,,,,,,31
32,,"20kL Flow, Tank 20",1,20.20.1,,080818JMR1H,C03,17.13,,,,1,,080818JMR3G,C03,34.8,1,,34.8,15.201,,,23,,,,,,,,,,,,,,,,,,,32
32,,"20kL Flow, Tank 20",1,20.20.1,,080818JMR1H,D03,17.02,,,,1,,080818JMR3G,D03,33.85,1,,33.85,16.151,,,23,,,,,,,,,,,,,,,,,,,32
32,,"20kL Flow, Tank 20",1,20.20.1,,,,,,,,,,080818JMR3G,E03,33.26,1,,33.26,16.741,,,23,,,,,,,,,,,,,,,,,,,32
32,,"20kL Flow, Tank 20",1,20.20.1,,,,,,,,,,080818JMR3G,F03,35.07,1,,35.07,14.931,,,23,,,,,,,,,,,,,,,,,,,32
32,,"20kL Flow, Tank 20",1,20.20.1,,,,,,,,,,080818JMR3G,G03,33.81,1,,33.81,16.191,,,23,,,,,,,,,,,,,,,,,,,32
