Sort Code,Master sort,Site ID,Sample replicate,Lab Code,DPN,qPCR Run,Well,Amplifiable DNA,qPCR Run,Well,Amplifiable DNA,Score,Frequency,qPCR Run,Well,ONKI,Score,Frequency,Converted Ct,Transformed Ct,Mean Transformed Ct,Transformed Ct StDev,Spacer,Assay Plate Run Controls,,,,,,,,,,,,,,,,,,
51,,"40kL Flow, Tank 24",2,24.40.2,,,,,,,,,,080818JMR3F,G10,N/A,0,,50,0.001,,,50,,,,,,,,,,,,,,,,,,,
51,,"40kL Flow, Tank 24",2,24.40.2,,,,,,,,,,080818JMR3F,H10,N/A,0,,50,0.001,,,50,,,,,,,,,,,,,,,,,,,
52,52,"40kL Flow, Tank 24",3,24.40.3,44,080818JMR1F,A04,18.98,,,,1, 4/4,080818JMR3F,A04,N/A,0,6/8,50,0.001,9.509,5.923,44,,,,,,,,,,,,,,,,,,,
52,,"40kL Flow, Tank 24",3,24.40.3,,080818JMR1F,B04,18.8,,,,1,,080818JMR3F,B04,37.12,1,,37.12,12.881,,,44,,,,,,,,,,,,,,,,,,,
52,,"40kL Flow, Tank 24",3,24.40.3,,080818JMR1F,C04,19.21,,,,1,,080818JMR3F,C04,36.15,1,,36.15,13.851,,,44,,,,,,,,,,,,,,,,,,,
52,,"40kL Flow, Tank 24",3,24.40.3,,080818JMR1F,D04,19.46,,,,1,,080818JMR3F,D04,36.45,1,,36.45,13.551,,,44,,,,,,,,,,,,,,,,,,,
52,,"40kL Flow, Tank 24",3,24.40.3,,,,,,,,,,080818JMR3F,E04,38.57,1,,38.57,11.431,,,44,,,,,,,,,,,,,,,,,,,
52,,"40kL Flow, Tank 24",3,24.40.3,,,,,,,,,,080818JMR3F,F04,37.44,1,,37.44,12.561,,,44,,,,,,,,,,,,,,,,,,,
52,,"40kL Flow, Tank 24",3,24.40.3,,,,,,,,,,080818JMR3F,G04,N/A,0,,50,0.001,,,44,,,,,,,,,,,,,,,,,,,
52,,"40kL Flow, Tank 24",3,24.40.3,,,,,,,,,,080818JMR3F,H04,38.21,1,,38.21,11.791,,,44,,,,,,,,,,,,,,,,,,,
53,53,"80kL Flow, Tank 19",1,19.80.1,20,080818JMR1G,E10,24.78,,,,1, 4/4,080818JMR2F,A10,N/A,0,0/8,50,0.001,0.001,0.000,20,,,,,,,,,,,,,,,,,,,
53,,"80kL Flow, Tank 19",1,19.80.1,,080818JMR1G,F10,24.13,,,,1,,080818JMR2F,B10,N/A,0,,50,0.001,,,20,,,,,,,,,,,,,,,,,,,
53,,"80kL Flow, Tank 19",1,19.80.1,,080818JMR1G,G10,24.5,,,,1,,080818JMR2F,C10,N/A,0,,50,0.001,,,20,,,,,,,,,,,,,,,,,,,
53,,"80kL Flow, Tank 19",1,19.80.1,,080818JMR1G,H10,24.01,,,,1,,080818JMR2F,D10,N/A,0,,50,0.001,,,20,,,,,,,,,,,,,,,,,,,
53,,"80kL Flow, Tank 19",1,19.80.1,,,,,,,,,,080818JMR2F,E10,N/A,0,,50,0.001,,,20,,,,,,,,,,,,,,,,,,,
53,,"80kL Flow, Tank 19",1,19.80.1,,,,,,,,,,080818JMR2F,F10,N/A,0,,50,0.001,,,20,,,,,,,,,,,,,,,,,,,
53,,"80kL Flow, Tank 19",1,19.80.1,,,,,,,,,,080818JMR2F,G10,N/A,0,,50,0.001,,,20,,,,,,,,,,,,,,,,,,,
53,,"80kL Flow, Tank 19",1,19.80.1,,,,,,,,,,080818JMR2F,H10,N/A,0,,50,0.001,,,20,,,,,,,,,,,,,,,,,,,
54,54,"80kL Flow, Tank 19",2,19.80.2,27,080818JMR1H,A07,21.83,,,,1, 4/4,080818JMR3G,A07,N/A,0,1/8,50,0.001,1.229,3.472,27,,,,,,,,,,,,,,,,,,,
54,,"80kL Flow, Tank 19",2,19.80.2,,080818JMR1H,B07,21.4,,,,1,,080818JMR3G,B07,N/A,0,,50,0.001,,,27,,,,,,,,,,,,,,,,,,,
54,,"80kL Flow, Tank 19",2,19.80.2,,080818JMR1H,C07,21.17,,,,1,,080818JMR3G,C07,40.18,1,,40.18,9.821,,,27,,,,,,,,,,,,,,,,,,,
54,,"80kL Flow, Tank 19",2,19.80.2,,080818JMR1H,D07,20.63,,,,1,,080818JMR3G,D07,N/A,0,,50,0.001,,,27,,,,,,,,,,,,,,,,,,,
54,,"80kL Flow, Tank 19",2,19.80.2,,,,,,,,,,080818JMR3G,E07,N/A,0,,50,0.001,,,27,,,,,,,,,,,,,,,,,,,
54,,"80kL Flow, Tank 19",2,19.80.2,,,,,,,,,,080818JMR3G,F07,N/A,0,,50,0.001,,,27,,,,,,,,,,,,,,,,,,,
54,,"80kL Flow, Tank 19",2,19.80.2,,,,,,,,,,080818JMR3G,G07,N/A,0,,50,0.001,,,27,,,,,,,,,,,,,,,,,,,
54,,"80kL Flow, Tank 19",2,19.80.2,,,,,,,,,,080818JMR3G,H07,N/A,0,,50,0.001,,,27,,,,,,,,,,,,,,,,,,,
55,55,"80kL Flow, Tank 19",3,19.80.3,30,080818JMR1H,A10,21.25,,,,1, 4/4,080818JMR3G,A10,N/A,0,0/8,50,0.001,0.001,0.000,30,,,,,,,,,,,,,,,,,,,
55,,"80kL Flow, Tank 19",3,19.80.3,,080818JMR1H,B10,21.45,,,,1,,080818JMR3G,B10,N/A,0,,50,0.001,,,30,,,,,,,,,,,,,,,,,,,
55,,"80kL Flow, Tank 19",3,19.80.3,,080818JMR1H,C10,20.94,,,,1,,080818JMR3G,C10,N/A,0,,50,0.001,,,30,,,,,,,,,,,,,,,,,,,
55,,"80kL Flow, Tank 19",3,19.80.3,,080818JMR1H,D10,22.76,,,,1,,080818JMR3G,D10,N/A,0,,50,0.001,,,30,,,,,,,,,,,,,,,,,,,
55,,"80kL Flow, Tank 19",3,19.80.3,,,,,,,,,,080818JMR3G,E10,N/A,0,,50,0.001,,,30,,,,,,,,,,,,,,,,,,,
55,,"80kL Flow, Tank 19",3,19.80.3,,,,,,,,,,080818JMR3G,F10,N/A,0,,50,0.001,,,30,,,,,,,,,,,,,,,,,,,
55,,"80kL Flow, Tank 19",3,19.80.3,,,,,,,,,,080818JMR3G,G10,N/A,0,,50,0.001,,,30,,,,,,,,,,,,,,,,,,,
55,,"80kL Flow, Tank 19",3,19.80.3,,,,,,,,,,080818JMR3G,H10,N/A,0,,50,0.001,,,30,,,,,,,,,,,,,,,,,,,
56,56,"80kL Flow, Tank 20",1,20.80.1,66,080818JMR2G,A06,21.9,,,,1, 4/4,080818JMR4H,A06,N/A,0,1/8,50,0.001,1.081,3.055,66,,,,,,,,,,,,,,,,,,,
56,,"80kL Flow, Tank 20",1,20.80.1,,080818JMR2G,B06,22.29,,,,1,,080818JMR4H,B06,N/A,0,,50,0.001,,,66,,,,,,,,,,,,,,,,,,,
56,,"80kL Flow, Tank 20",1,20.80.1,,080818JMR2G,C06,21.29,,,,1,,080818JMR4H,C06,41.36,1,,41.36,8.641,,,66,,,,,,,,,,,,,,,,,,,
56,,"80kL Flow, Tank 20",1,20.80.1,,080818JMR2G,D06,21.33,,,,1,,080818JMR4H,D06,N/A,0,,50,0.001,,,66,,,,,,,,,,,,,,,,,,,
56,,"80kL Flow, Tank 20",1,20.80.1,,,,,,,,,,080818JMR4H,E06,N/A,0,,50,0.001,,,66,,,,,,,,,,,,,,,,,,,
56,,"80kL Flow, Tank 20",1,20.80.1,,,,,,,,,,080818JMR4H,F06,N/A,0,,50,0.001,,,66,,,,,,,,,,,,,,,,,,,
56,,"80kL Flow, Tank 20",1,20.80.1,,,,,,,,,,080818JMR4H,G06,N/A,0,,50,0.001,,,66,,,,,,,,,,,,,,,,,,,
56,,"80kL Flow, Tank 20",1,20.80.1,,,,,,,,,,080818JMR4H,H06,N/A,0,,50,0.001,,,66,,,,,,,,,,,,,,,,,,,
57,57,"80kL Flow, Tank 20",2,20.80.2,26,080818JMR1H,A06,23.53,,,,1, 4/4,080818JMR3G,A06,N/A,0,0/8,50,0.001,0.001,0.000,26,,,,,,,,,,,,,,,,,,,
57,,"80kL Flow, Tank 20",2,20.80.2,,080818JMR1H,B06,23.27,,,,1,,080818JMR3G,B06,N/A,0,,50,0.001,,,26,,,,,,,,,,,,,,,,,,,
57,,"80kL Flow, Tank 20",2,20.80.2,,080818JMR1H,C06,22.84,,,,1,,080818JMR3G,C06,N/A,0,,50,0.001,,,26,,,,,,,,,,,,,,,,,,,
57,,"80kL Flow, Tank 20",2,20.80.2,,080818JMR1H,D06,23.09,,,,1,,080818JMR3G,D06,N/A,0,,50,0.001,,,26,,,,,,,,,,,,,,,,,,,
57,,"80kL Flow, Tank 20",2,20.80.2,,,,,,,,,,080818JMR3G,E06,N/A,0,,50,0.001,,,26,,,,,,,,,,,,,,,,,,,
57,,"80kL Flow, Tank 20",2,20.80.2,,,,,,,,,,080818JMR3G,F06,N/A,0,,50,0.001,,,26,,,,,,,,,,,,,,,,,,,
57,,"80kL Flow, Tank 20",2,20.80.2,,,,,,,,,,080818JMR3G,G06,N/A,0,,50,0.001,,,26,,,,,,,,,,,,,,,,,,,
57,,"80kL Flow, Tank 20",2,20.80.2,,,,,,,,,,080818JMR3G,H06,N/A,0,,50,0.001,,,26,,,,,,,,,,,,,,,,,,,
58,58,"80kL Flow, Tank 20",3,20.80.3,28,080818JMR1H,A08,22.11,,,,1, 4/4,080818JMR3G,A08,N/A,0,1/8,50,0.001,0.870,2.457,28,,,,,,,,,,,,,,,,,,,
58,,"80kL Flow, Tank 20",3,20.80.3,,080818JMR1H,B08,22.26,,,,1,,080818JMR3G,B08,N/A,0,,50,0.001,,,28,,,,,,,,,,,,,,,,,,,
58,,"80kL Flow, Tank 20",3,20.80.3,,080818JMR1H,C08,21.42,,,,1,,080818JMR3G,C08,43.05,1,,43.05,6.951,,,28,,,,,,,,,,,,,,,,,,,
58,,"80kL Flow, Tank 20",3,20.80.3,,080818JMR1H,D08,21.24,,,,1,,080818JMR3G,D08,N/A,0,,50,0.001,,,28,,,,,,,,,,,,,,,,,,,
58,,"80kL Flow, Tank 20",3,20.80.3,,,,,,,,,,080818JMR3G,E08,N/A,0,,50,0.001,,,28,,,,,,,,,,,,,,,,,,,
58,,"80kL Flow, Tank 20",3,20.80.3,,,,,,,,,,080818JMR3G,F08,N/A,0,,50,0.001,,,28,,,,,,,,,,,,,,,,,,,
58,,"80kL Flow, Tank 20",3,20.80.3,,,,,,,,,,080818JMR3G,G08,N/A,0,,50,0.001,,,28,,,,,,,,,,,,,,,,,,,
58,,"80kL Flow, Tank 20",3,20.80.3,,,,,,,,,,080818JMR3G,H08,N/A,0,,50,0.001,,,28,,,,,,,,,,,,,,,,,,,
59,59,"80kL Flow, Tank 21",1,21.80.1,61,080818JMR2G,A01,21.04,,,,1, 4/4,080818JMR4H,A01,38.03,1,4/8,38.03,11.971,5.967,6.390,61,,,,,,,,,,,,,,,,,,,
59,,"80kL Flow, Tank 21",1,21.80.1,,080818JMR2G,B01,20.98,,,,1,,080818JMR4H,B01,38.91,1,,38.91,11.091,,,61,,,,,,,,,,,,,,,,,,,
59,,"80kL Flow, Tank 21",1,21.80.1,,080818JMR2G,C01,20.86,,,,1,,080818JMR4H,C01,N/A,0,,50,0.001,,,61,,,,,,,,,,,,,,,,,,,
59,,"80kL Flow, Tank 21",1,21.80.1,,080818JMR2G,D01,21,,,,1,,080818JMR4H,D01,37.62,1,,37.62,12.381,,,61,,,,,,,,,,,,,,,,,,,
59,,"80kL Flow, Tank 21",1,21.80.1,,,,,,,,,,080818JMR4H,E01,37.71,1,,37.71,12.291,,,61,,,,,,,,,,,,,,,,,,,
59,,"80kL Flow, Tank 21",1,21.80.1,,,,,,,,,,080818JMR4H,F01,N/A,0,,50,0.001,,,61,,,,,,,,,,,,,,,,,,,
59,,"80kL Flow, Tank 21",1,21.80.1,,,,,,,,,,080818JMR4H,G01,N/A,0,,50,0.001,,,61,,,,,,,,,,,,,,,,,,,
59,,"80kL Flow, Tank 21",1,21.80.1,,,,,,,,,,080818JMR4H,H01,N/A,0,,50,0.001,,,61,,,,,,,,,,,,,,,,,,,
60,60,"80kL Flow, Tank 21",2,21.80.2,65,080818JMR2G,A05,26.11,,,,1, 4/4,080818JMR4H,A05,N/A,0,0/8,50,0.001,0.001,0.000,65,,,,,,,,,,,,,,,,,,,
60,,"80kL Flow, Tank 21",2,21.80.2,,080818JMR2G,B05,24.58,,,,1,,080818JMR4H,B05,N/A,0,,50,0.001,,,65,,,,,,,,,,,,,,,,,,,
60,,"80kL Flow, Tank 21",2,21.80.2,,080818JMR2G,C05,26.01,,,,1,,080818JMR4H,C05,N/A,0,,50,0.001,,,65,,,,,,,,,,,,,,,,,,,
60,,"80kL Flow, Tank 21",2,21.80.2,,080818JMR2G,D05,27.22,,,,1,,080818JMR4H,D05,N/A,0,,50,0.001,,,65,,,,,,,,,,,,,,,,,,,
60,,"80kL Flow, Tank 21",2,21.80.2,,,,,,,,,,080818JMR4H,E05,N/A,0,,50,0.001,,,65,,,,,,,,,,,,,,,,,,,
60,,"80kL Flow, Tank 21",2,21.80.2,,,,,,,,,,080818JMR4H,F05,N/A,0,,50,0.001,,,65,,,,,,,,,,,,,,,,,,,
60,,"80kL Flow, Tank 21",2,21.80.2,,,,,,,,,,080818JMR4H,G05,N/A,0,,50,0.001,,,65,,,,,,,,,,,,,,,,,,,
60,,"80kL Flow, Tank 21",2,21.80.2,,,,,,,,,,080818JMR4H,H05,N/A,0,,50,0.001,,,65,,,,,,,,,,,,,,,,,,,
61,61,"80kL Flow, Tank 21",3,21.80.3,51,080818JMR1F,E01,20.5,,,,1, 4/4,080818JMR4G,A01,N/A,0,0/8,50,0.001,0.001,0.000,51,,,,,,,,,,,,,,,,,,,
61,,"80kL Flow, Tank 21",3,21.80.3,,080818JMR1F,F01,20.15,,,,1,,080818JMR4G,B01,N/A,0,,50,0.001,,,51,,,,,,,,,,,,,,,,,,,
61,,"80kL Flow, Tank 21",3,21.80.3,,080818JMR1F,G01,20.32,,,,1,,080818JMR4G,C01,N/A,0,,50,0.001,,,51,,,,,,,,,,,,,,,,,,,
61,,"80kL Flow, Tank 21",3,21.80.3,,080818JMR1F,H01,20.31,,,,1,,080818JMR4G,D01,N/A,0,,50,0.001,,,51,,,,,,,,,,,,,,,,,,,
61,,"80kL Flow, Tank 21",3,21.80.3,,,,,,,,,,080818JMR4G,E01,N/A,0,,50,0.001,,,51,,,,,,,,,,,,,,,,,,,
61,,"80kL Flow, Tank 21",3,21.80.3,,,,,,,,,,080818JMR4G,F01,N/A,0,,50,0.001,,,51,,,,,,,,,,,,,,,,,,,
61,,"80kL Flow, Tank 21",3,21.80.3,,,,,,,,,,080818JMR4G,G01,N/A,0,,50,0.001,,,51,,,,,,,,,,,,,,,,,,,
61,,"80kL Flow, Tank 21",3,21.80.3,,,,,,,,,,080818JMR4G,H01,N/A,0,,50,0.001,,,51,,,,,,,,,,,,,,,,,,,
62,62,"80kL Flow, Tank 24",1,24.80.1,1,080818JMR1G,A01,22.14,,,,1, 4/4,080818JMR2H,A01,N/A,0,0/8,50,0.001,0.001,0.000,1,,,,,,,,,,,,,,,,,,,
62,,"80kL Flow, Tank 24",1,24.80.1,,080818JMR1G,B01,22.13,,,,1,,080818JMR2H,B01,N/A,0,,50,0.001,,,1,,,,,,,,,,,,,,,,,,,
62,,"80kL Flow, Tank 24",1,24.80.1,,080818JMR1G,C01,22.28,,,,1,,080818JMR2H,C01,N/A,0,,50,0.001,,,1,,,,,,,,,,,,,,,,,,,
62,,"80kL Flow, Tank 24",1,24.80.1,,080818JMR1G,D01,22.48,,,,1,,080818JMR2H,D01,N/A,0,,50,0.001,,,1,,,,,,,,,,,,,,,,,,,
62,,"80kL Flow, Tank 24",1,24.80.1,,,,,,,,,,080818JMR2H,E01,N/A,0,,50,0.001,,,1,,,,,,,,,,,,,,,,,,,
62,,"80kL Flow, Tank 24",1,24.80.1,,,,,,,,,,080818JMR2H,F01,N/A,0,,50,0.001,,,1,,,,,,,,,,,,,,,,,,,
62,,"80kL Flow, Tank 24",1,24.80.1,,,,,,,,,,080818JMR2H,G01,N/A,0,,50,0.001,,,1,,,,,,,,,,,,,,,,,,,
62,,"80kL Flow, Tank 24",1,24.80.1,,,,,,,,,,080818JMR2H,H01,N/A,0,,50,0.001,,,1,,,,,,,,,,,,,,,,,,,
63,63,"80kL Flow, Tank 24",2,24.80.2,40,080818JMR1H,E10,20.25,,,,1, 4/4,080818JMR3H,A10,38.11,1,1/8,38.11,11.891,1.487,4.204,40,,,,,,,,,,,,,,,,,,,
63,,"80kL Flow, Tank 24",2,24.80.2,,080818JMR1H,F10,19.98,,,,1,,080818JMR3H,B10,N/A,0,,50,0.001,,,40,,,,,,,,,,,,,,,,,,,
63,,"80kL Flow, Tank 24",2,24.80.2,,080818JMR1H,G10,20,,,,1,,080818JMR3H,C10,N/A,0,,50,0.001,,,40,,,,,,,,,,,,,,,,,,,
63,,"80kL Flow, Tank 24",2,24.80.2,,080818JMR1H,H10,19.47,,,,1,,080818JMR3H,D10,N/A,0,,50,0.001,,,40,,,,,,,,,,,,,,,,,,,
63,,"80kL Flow, Tank 24",2,24.80.2,,,,,,,,,,080818JMR3H,E10,N/A,0,,50,0.001,,,40,,,,,,,,,,,,,,,,,,,
63,,"80kL Flow, Tank 24",2,24.80.2,,,,,,,,,,080818JMR3H,F10,N/A,0,,50,0.001,,,40,,,,,,,,,,,,,,,,,,,
63,,"80kL Flow, Tank 24",2,24.80.2,,,,,,,,,,080818JMR3H,G10,N/A,0,,50,0.001,,,40,,,,,,,,,,,,,,,,,,,
63,,"80kL Flow, Tank 24",2,24.80.2,,,,,,,,,,080818JMR3H,H10,N/A,0,,50,0.001,,,40,,,,,,,,,,,,,,,,,,,
64,64,"80kL Flow, Tank 24",3,24.80.3,37,080818JMR1H,E07,22.03,,,,1, 4/4,080818JMR3H,A07,N/A,0,0/8,50,0.001,0.001,0.000,37,,,,,,,,,,,,,,,,,,,
64,,"80kL Flow, Tank 24",3,24.80.3,,080818JMR1H,F07,21.18,,,,1,,080818JMR3H,B07,N/A,0,,50,0.001,,,37,,,,,,,,,,,,,,,,,,,
64,,"80kL Flow, Tank 24",3,24.80.3,,080818JMR1H,G07,23.52,,,,1,,080818JMR3H,C07,N/A,0,,50,0.001,,,37,,,,,,,,,,,,,,,,,,,
64,,"80kL Flow, Tank 24",3,24.80.3,,080818JMR1H,H07,20.81,,,,1,,080818JMR3H,D07,N/A,0,,50,0.001,,,37,,,,,,,,,,,,,,,,,,,
64,,"80kL Flow, Tank 24",3,24.80.3,,,,,,,,,,080818JMR3H,E07,N/A,0,,50,0.001,,,37,,,,,,,,,,,,,,,,,,,
64,,"80kL Flow, Tank 24",3,24.80.3,,,,,,,,,,080818JMR3H,F07,N/A,0,,50,0.001,,,37,,,,,,,,,,,,,,,,,,,
64,,"80kL Flow, Tank 24",3,24.80.3,,,,,,,,,,080818JMR3H,G07,N/A,0,,50,0.001,,,37,,,,,,,,,,,,,,,,,,,
64,,"80kL Flow, Tank 24",3,24.80.3,,,,,,,,,,080818JMR3H,H07,N/A,0,,50,0.001,,,37,,,,,,,,,,,,,,,,,,,
65,65,"160kL Flow, Tank 19",1,19.160.1,69,080818JMR2G,A09,25.28,,,,1, 4/4,080918JMR2H,A10,N/A,0,0/8,50,0.001,0.001,0.000,69,,,,,,,,,,,,,,,,,,,
65,,"160kL Flow, Tank 19",1,19.160.1,,080818JMR2G,B09,23.22,,,,1,,080918JMR2H,B10,N/A,0,,50,0.001,,,69,,,,,,,,,,,,,,,,,,,
65,,"160kL Flow, Tank 19",1,19.160.1,,080818JMR2G,C09,24.6,,,,1,,080918JMR2H,C10,N/A,0,,50,0.001,,,69,,,,,,,,,,,,,,,,,,,
65,,"160kL Flow, Tank 19",1,19.160.1,,080818JMR2G,D09,23.05,,,,1,,080918JMR2H,D10,N/A,0,,50,0.001,,,69,,,,,,,,,,,,,,,,,,,
65,,"160kL Flow, Tank 19",1,19.160.1,,,,,,,,,,080918JMR2H,E10,N/A,0,,50,0.001,,,69,,,,,,,,,,,,,,,,,,,
65,,"160kL Flow, Tank 19",1,19.160.1,,,,,,,,,,080918JMR2H,F10,N/A,0,,50,0.001,,,69,,,,,,,,,,,,,,,,,,,
65,,"160kL Flow, Tank 19",1,19.160.1,,,,,,,,,,080918JMR2H,G10,N/A,0,,50,0.001,,,69,,,,,,,,,,,,,,,,,,,
65,,"160kL Flow, Tank 19",1,19.160.1,,,,,,,,,,080918JMR2H,H10,N/A,0,,50,0.001,,,69,,,,,,,,,,,,,,,,,,,
66,66,"160kL Flow, Tank 19",2,19.160.2,33,080818JMR1H,E03,20.12,,,,1, 4/4,080818JMR3H,A03,N/A,0,0/8,50,0.001,0.001,0.000,33,,,,,,,,,,,,,,,,,,,
66,,"160kL Flow, Tank 19",2,19.160.2,,080818JMR1H,F03,20.51,,,,1,,080818JMR3H,B03,N/A,0,,50,0.001,,,33,,,,,,,,,,,,,,,,,,,
66,,"160kL Flow, Tank 19",2,19.160.2,,080818JMR1H,G03,20.13,,,,1,,080818JMR3H,C03,N/A,0,,50,0.001,,,33,,,,,,,,,,,,,,,,,,,
66,,"160kL Flow, Tank 19",2,19.160.2,,080818JMR1H,H03,20.09,,,,1,,080818JMR3H,D03,N/A,0,,50,0.001,,,33,,,,,,,,,,,,,,,,,,,
66,,"160kL Flow, Tank 19",2,19.160.2,,,,,,,,,,080818JMR3H,E03,N/A,0,,50,0.001,,,33,,,,,,,,,,,,,,,,,,,
66,,"160kL Flow, Tank 19",2,19.160.2,,,,,,,,,,080818JMR3H,F03,N/A,0,,50,0.001,,,33,,,,,,,,,,,,,,,,,,,
66,,"160kL Flow, Tank 19",2,19.160.2,,,,,,,,,,080818JMR3H,G03,N/A,0,,50,0.001,,,33,,,,,,,,,,,,,,,,,,,
66,,"160kL Flow, Tank 19",2,19.160.2,,,,,,,,,,080818JMR3H,H03,N/A,0,,50,0.001,,,33,,,,,,,,,,,,,,,,,,,
67,67,"160kL Flow, Tank 19",3,19.160.3,54,080818JMR1F,E04,25.57,,,,1, 4/4,080818JMR4G,A04,N/A,0,0/8,50,0.001,0.001,0.000,54,,,,,,,,,,,,,,,,,,,
67,,"160kL Flow, Tank 19",3,19.160.3,,080818JMR1F,F04,26.26,,,,1,,080818JMR4G,B04,N/A,0,,50,0.001,,,54,,,,,,,,,,,,,,,,,,,
67,,"160kL Flow, Tank 19",3,19.160.3,,080818JMR1F,G04,25.4,,,,1,,080818JMR4G,C04,N/A,0,,50,0.001,,,54,,,,,,,,,,,,,,,,,,,
67,,"160kL Flow, Tank 19",3,19.160.3,,080818JMR1F,H04,26.58,,,,1,,080818JMR4G,D04,N/A,0,,50,0.001,,,54,,,,,,,,,,,,,,,,,,,
67,,"160kL Flow, Tank 19",3,19.160.3,,,,,,,,,,080818JMR4G,E04,N/A,0,,50,0.001,,,54,,,,,,,,,,,,,,,,,,,
67,,"160kL Flow, Tank 19",3,19.160.3,,,,,,,,,,080818JMR4G,F04,N/A,0,,50,0.001,,,54,,,,,,,,,,,,,,,,,,,
67,,"160kL Flow, Tank 19",3,19.160.3,,,,,,,,,,080818JMR4G,G04,N/A,0,,50,0.001,,,54,,,,,,,,,,,,,,,,,,,
67,,"160kL Flow, Tank 19",3,19.160.3,,,,,,,,,,080818JMR4G,H04,N/A,0,,50,0.001,,,54,,,,,,,,,,,,,,,,,,,
68,68,"160kL Flow, Tank 20",1,20.160.1,14,080818JMR1G,E04,22.17,,,,1, 4/4,080818JMR2F,A04,N/A,0,1/8,50,0.001,1.030,2.910,14,,,,,,,,,,,,,,,,,,,
68,,"160kL Flow, Tank 20",1,20.160.1,,080818JMR1G,F04,21.78,,,,1,,080818JMR2F,B04,N/A,0,,50,0.001,,,14,,,,,,,,,,,,,,,,,,,
68,,"160kL Flow, Tank 20",1,20.160.1,,080818JMR1G,G04,22.15,,,,1,,080818JMR2F,C04,41.77,1,,41.77,8.231,,,14,,,,,,,,,,,,,,,,,,,
68,,"160kL Flow, Tank 20",1,20.160.1,,080818JMR1G,H04,22.22,,,,1,,080818JMR2F,D04,N/A,0,,50,0.001,,,14,,,,,,,,,,,,,,,,,,,
68,,"160kL Flow, Tank 20",1,20.160.1,,,,,,,,,,080818JMR2F,E04,N/A,0,,50,0.001,,,14,,,,,,,,,,,,,,,,,,,
68,,"160kL Flow, Tank 20",1,20.160.1,,,,,,,,,,080818JMR2F,F04,N/A,0,,50,0.001,,,14,,,,,,,,,,,,,,,,,,,
68,,"160kL Flow, Tank 20",1,20.160.1,,,,,,,,,,080818JMR2F,G04,N/A,0,,50,0.001,,,14,,,,,,,,,,,,,,,,,,,
68,,"160kL Flow, Tank 20",1,20.160.1,,,,,,,,,,080818JMR2F,H04,N/A,0,,50,0.001,,,14,,,,,,,,,,,,,,,,,,,
69,69,"160kL Flow, Tank 20",2,20.160.2,3,080818JMR1G,A03,24.65,,,,1, 4/4,080818JMR2H,A03,N/A,0,0/8,50,0.001,0.001,0.000,3,,,,,,,,,,,,,,,,,,,
69,,"160kL Flow, Tank 20",2,20.160.2,,080818JMR1G,B03,23.72,,,,1,,080818JMR2H,B03,N/A,0,,50,0.001,,,3,,,,,,,,,,,,,,,,,,,
69,,"160kL Flow, Tank 20",2,20.160.2,,080818JMR1G,C03,24.38,,,,1,,080818JMR2H,C03,N/A,0,,50,0.001,,,3,,,,,,,,,,,,,,,,,,,
69,,"160kL Flow, Tank 20",2,20.160.2,,080818JMR1G,D03,24.32,,,,1,,080818JMR2H,D03,N/A,0,,50,0.001,,,3,,,,,,,,,,,,,,,,,,,
69,,"160kL Flow, Tank 20",2,20.160.2,,,,,,,,,,080818JMR2H,E03,N/A,0,,50,0.001,,,3,,,,,,,,,,,,,,,,,,,
69,,"160kL Flow, Tank 20",2,20.160.2,,,,,,,,,,080818JMR2H,F03,N/A,0,,50,0.001,,,3,,,,,,,,,,,,,,,,,,,
69,,"160kL Flow, Tank 20",2,20.160.2,,,,,,,,,,080818JMR2H,G03,N/A,0,,50,0.001,,,3,,,,,,,,,,,,,,,,,,,
69,,"160kL Flow, Tank 20",2,20.160.2,,,,,,,,,,080818JMR2H,H03,N/A,0,,50,0.001,,,3,,,,,,,,,,,,,,,,,,,
70,70,"160kL Flow, Tank 20",3,20.160.3,18,080818JMR1G,E08,23.53,,,,1, 4/4,080818JMR2F,A08,N/A,0,0/8,50,0.001,0.001,0.000,18,,,,,,,,,,,,,,,,,,,
70,,"160kL Flow, Tank 20",3,20.160.3,,080818JMR1G,F08,24.21,,,,1,,080818JMR2F,B08,N/A,0,,50,0.001,,,18,,,,,,,,,,,,,,,,,,,
70,,"160kL Flow, Tank 20",3,20.160.3,,080818JMR1G,G08,22.8,,,,1,,080818JMR2F,C08,N/A,0,,50,0.001,,,18,,,,,,,,,,,,,,,,,,,
70,,"160kL Flow, Tank 20",3,20.160.3,,080818JMR1G,H08,23.14,,,,1,,080818JMR2F,D08,N/A,0,,50,0.001,,,18,,,,,,,,,,,,,,,,,,,
70,,"160kL Flow, Tank 20",3,20.160.3,,,,,,,,,,080818JMR2F,E08,N/A,0,,50,0.001,,,18,,,,,,,,,,,,,,,,,,,
70,,"160kL Flow, Tank 20",3,20.160.3,,,,,,,,,,080818JMR2F,F08,N/A,0,,50,0.001,,,18,,,,,,,,,,,,,,,,,,,
70,,"160kL Flow, Tank 20",3,20.160.3,,,,,,,,,,080818JMR2F,G08,N/A,0,,50,0.001,,,18,,,,,,,,,,,,,,,,,,,
70,,"160kL Flow, Tank 20",3,20.160.3,,,,,,,,,,080818JMR2F,H08,N/A,0,,50,0.001,,,18,,,,,,,,,,,,,,,,,,,
