Sort Code,Site ID,Sample replicate,Lab Code,DPN,qPCR Run,Well,Amplifiable DNA,Score,Frequency,qPCR Run,Well,ONKI,Adjusted Ct  (N/A=50),Transformed Ct (50.001-Ct),Score,Frequency,Mean Transformed Ct,Transformed Ct StDev,Spacer,Assay Plate Run Controls,,,,,,,,,,,,,,,,,,
15,"1 Fish, Tank 21",5,01.21.5,,072418JMR4F,C10,16.38,1,,072618JMR1F,C10,39.71,39.71,10.29,1,,,,130,,,,,,eONKI4,072518JMR3F,B11,N/A,0,,,,,,,,,15
15,"1 Fish, Tank 21",5,01.21.5,,072418JMR4F,D10,16.49,1,,072618JMR1F,D10,37.61,37.61,12.39,1,,,,130,,,,,,eONKI4,072518JMR3F,C11,N/A,0,,,,,,,,,15
15,"1 Fish, Tank 21",5,01.21.5,,,,,,,072618JMR1F,E10,36.6,36.6,13.40,1,,,,130,,,,,,eONKI4,072518JMR3F,D11,N/A,0,,,,,,,,,15
15,"1 Fish, Tank 21",5,01.21.5,,,,,,,072618JMR1F,F10,38.59,38.59,11.41,1,,,,130,,,,,,eONKI4,072518JMR3F,E11,N/A,0,,,,,,,,,15
15,"1 Fish, Tank 21",5,01.21.5,,,,,,,072618JMR1F,G10,N/A,50,0.00,0,,,,130,,,,,,eONKI4,072518JMR3F,F11,N/A,0,,,,,,,,,15
15,"1 Fish, Tank 21",5,01.21.5,,,,,,,072618JMR1F,H10,39.66,39.66,10.34,1,,,,130,,,,,,eONKI4,072518JMR3F,G11,N/A,0,,,,,,,,,15
16,"1 Fish, Tank 24",1,01.24.1,39,072418JMR1G,E09,16.18,1, 4/4,072518JMR2F,A09,33.34,33.34,16.66,1,8/8,16.88,0.58,39,,,,,,eONKI4,072518JMR3F,H11,N/A,0,,,,,,,,,16
16,"1 Fish, Tank 24",1,01.24.1,,072418JMR1G,F09,15.65,1,,072518JMR2F,B09,32.34,32.34,17.66,1,,,,39,,,,,,eONKI4,072518JMR3G,A11,N/A,0,0/8,,,,,,,,16
16,"1 Fish, Tank 24",1,01.24.1,,072418JMR1G,G09,15.68,1,,072518JMR2F,C09,32.9,32.9,17.10,1,,,,39,,,,,,eONKI4,072518JMR3G,B11,N/A,0,,,,,,,,,16
16,"1 Fish, Tank 24",1,01.24.1,,072418JMR1G,H09,16.07,1,,072518JMR2F,D09,32.38,32.38,17.62,1,,,,39,,,,,,eONKI4,072518JMR3G,C11,N/A,0,,,,,,,,,16
16,"1 Fish, Tank 24",1,01.24.1,,,,,,,072518JMR2F,E09,33.07,33.07,16.93,1,,,,39,,,,,,eONKI4,072518JMR3G,D11,N/A,0,,,,,,,,,16
16,"1 Fish, Tank 24",1,01.24.1,,,,,,,072518JMR2F,F09,33.35,33.35,16.65,1,,,,39,,,,,,eONKI4,072518JMR3G,E11,N/A,0,,,,,,,,,16
16,"1 Fish, Tank 24",1,01.24.1,,,,,,,072518JMR2F,G09,33.34,33.34,16.66,1,,,,39,,,,,,eONKI4,072518JMR3G,F11,N/A,0,,,,,,,,,16
16,"1 Fish, Tank 24",1,01.24.1,,,,,,,072518JMR2F,H09,34.27,34.27,15.73,1,,,,39,,,,,,eONKI4,072518JMR3G,G11,N/A,0,,,,,,,,,16
17,"1 Fish, Tank 24",2,01.24.2,28,072418JMR1G,A08,16.37,1, 4/4,072518JMR1H,A08,33.35,33.35,16.65,1,8/8,16.65,0.62,28,,,,,,eONKI4,072518JMR3G,H11,N/A,0,,,,,,,,,17
17,"1 Fish, Tank 24",2,01.24.2,,072418JMR1G,B08,16.32,1,,072518JMR1H,B08,33.82,33.82,16.18,1,,,,28,,,,,,eONKI4,072518JMR3H,A11,N/A,0,0/8,,,,,,,,17
17,"1 Fish, Tank 24",2,01.24.2,,072418JMR1G,C08,16.13,1,,072518JMR1H,C08,32.06,32.06,17.94,1,,,,28,,,,,,eONKI4,072518JMR3H,B11,N/A,0,,,,,,,,,17
17,"1 Fish, Tank 24",2,01.24.2,,072418JMR1G,D08,15.97,1,,072518JMR1H,D08,33.62,33.62,16.38,1,,,,28,,,,,,eONKI4,072518JMR3H,C11,N/A,0,,,,,,,,,17
17,"1 Fish, Tank 24",2,01.24.2,,,,,,,072518JMR1H,E08,32.74,32.74,17.26,1,,,,28,,,,,,eONKI4,072518JMR3H,D11,N/A,0,,,,,,,,,17
17,"1 Fish, Tank 24",2,01.24.2,,,,,,,072518JMR1H,F08,33.3,33.3,16.70,1,,,,28,,,,,,eONKI4,072518JMR3H,E11,N/A,0,,,,,,,,,17
17,"1 Fish, Tank 24",2,01.24.2,,,,,,,072518JMR1H,G08,33.81,33.81,16.19,1,,,,28,,,,,,eONKI4,072518JMR3H,F11,N/A,0,,,,,,,,,17
17,"1 Fish, Tank 24",2,01.24.2,,,,,,,072518JMR1H,H08,34.07,34.07,15.93,1,,,,28,,,,,,eONKI4,072518JMR3H,G11,N/A,0,,,,,,,,,17
18,"1 Fish, Tank 24",3,01.24.3,55,072418JMR2F,E05,15.7,1, 4/4,072518JMR2H,A05,34.37,34.37,15.63,1,8/8,16.25,0.47,55,,,,,,eONKI4,072518JMR3H,H11,N/A,0,,,,,,,,,18
18,"1 Fish, Tank 24",3,01.24.3,,072418JMR2F,F05,16.03,1,,072518JMR2H,B05,34.69,34.69,15.31,1,,,,55,,,,,,eONKI4,072518JMR4F,A11,N/A,0,0/8,,,,,,,,18
18,"1 Fish, Tank 24",3,01.24.3,,072418JMR2F,G05,16.14,1,,072518JMR2H,C05,33.48,33.48,16.52,1,,,,55,,,,,,eONKI4,072518JMR4F,B11,N/A,0,,,,,,,,,18
18,"1 Fish, Tank 24",3,01.24.3,,072418JMR2F,H05,16.31,1,,072518JMR2H,D05,33.64,33.64,16.36,1,,,,55,,,,,,eONKI4,072518JMR4F,C11,N/A,0,,,,,,,,,18
18,"1 Fish, Tank 24",3,01.24.3,,,,,,,072518JMR2H,E05,33.25,33.25,16.75,1,,,,55,,,,,,eONKI4,072518JMR4F,D11,N/A,0,,,,,,,,,18
18,"1 Fish, Tank 24",3,01.24.3,,,,,,,072518JMR2H,F05,33.62,33.62,16.38,1,,,,55,,,,,,eONKI4,072518JMR4F,E11,N/A,0,,,,,,,,,18
18,"1 Fish, Tank 24",3,01.24.3,,,,,,,072518JMR2H,G05,33.57,33.57,16.43,1,,,,55,,,,,,eONKI4,072518JMR4F,F11,N/A,0,,,,,,,,,18
18,"1 Fish, Tank 24",3,01.24.3,,,,,,,072518JMR2H,H05,33.38,33.38,16.62,1,,,,55,,,,,,eONKI4,072518JMR4F,G11,N/A,0,,,,,,,,,18
19,"1 Fish, Tank 24",4,01.24.4,155,072418JMR4G,E05,15.63,1, 4/4,072618JMR2F,A05,34.25,34.25,15.75,1,8/8,16.30,0.55,155,,,,,,eONKI4,072518JMR4F,H11,N/A,0,,,,,,,,,19
19,"1 Fish, Tank 24",4,01.24.4,,072418JMR4G,F05,16.05,1,,072618JMR2F,B05,33.55,33.55,16.45,1,,,,155,,,,,,eONKI4,072518JMR4G,A11,N/A,0,0/8,,,,,,,,19
19,"1 Fish, Tank 24",4,01.24.4,,072418JMR4G,G05,16.07,1,,072618JMR2F,C05,33.02,33.02,16.98,1,,,,155,,,,,,eONKI4,072518JMR4G,B11,N/A,0,,,,,,,,,19
19,"1 Fish, Tank 24",4,01.24.4,,072418JMR4G,H05,16.43,1,,072618JMR2F,D05,34.08,34.08,15.92,1,,,,155,,,,,,eONKI4,072518JMR4G,C11,N/A,0,,,,,,,,,19
19,"1 Fish, Tank 24",4,01.24.4,,,,,,,072618JMR2F,E05,32.61,32.61,17.39,1,,,,155,,,,,,eONKI4,072518JMR4G,D11,N/A,0,,,,,,,,,19
19,"1 Fish, Tank 24",4,01.24.4,,,,,,,072618JMR2F,F05,33.97,33.97,16.03,1,,,,155,,,,,,eONKI4,072518JMR4G,E11,N/A,0,,,,,,,,,19
19,"1 Fish, Tank 24",4,01.24.4,,,,,,,072618JMR2F,G05,34,34,16.00,1,,,,155,,,,,,eONKI4,072518JMR4G,F11,N/A,0,,,,,,,,,19
19,"1 Fish, Tank 24",4,01.24.4,,,,,,,072618JMR2F,H05,34.1,34.1,15.90,1,,,,155,,,,,,eONKI4,072518JMR4G,G11,N/A,0,,,,,,,,,19
20,"1 Fish, Tank 24",5,01.24.5,152,072418JMR4G,E02,15.63,1, 4/4,072618JMR2F,A02,31.92,31.92,18.08,1,8/8,17.89,0.25,152,,,,,,eONKI4,072518JMR4G,H11,N/A,0,,,,,,,,,20
20,"1 Fish, Tank 24",5,01.24.5,,072418JMR4G,F02,16.05,1,,072618JMR2F,B02,32.45,32.45,17.55,1,,,,152,,,,,,eONKI4,072518JMR4H,A11,N/A,0,0/8,,,,,,,,20
20,"1 Fish, Tank 24",5,01.24.5,,072418JMR4G,G02,16.07,1,,072618JMR2F,C02,32.39,32.39,17.61,1,,,,152,,,,,,eONKI4,072518JMR4H,B11,N/A,0,,,,,,,,,20
20,"1 Fish, Tank 24",5,01.24.5,,072418JMR4G,H02,16.37,1,,072618JMR2F,D02,32.25,32.25,17.75,1,,,,152,,,,,,eONKI4,072518JMR4H,C11,N/A,0,,,,,,,,,20
20,"1 Fish, Tank 24",5,01.24.5,,,,,,,072618JMR2F,E02,31.63,31.63,18.37,1,,,,152,,,,,,eONKI4,072518JMR4H,D11,N/A,0,,,,,,,,,20
20,"1 Fish, Tank 24",5,01.24.5,,,,,,,072618JMR2F,F02,31.93,31.93,18.07,1,,,,152,,,,,,eONKI4,072518JMR4H,E11,N/A,0,,,,,,,,,20
20,"1 Fish, Tank 24",5,01.24.5,,,,,,,072618JMR2F,G02,32.16,32.16,17.84,1,,,,152,,,,,,eONKI4,072518JMR4H,F11,N/A,0,,,,,,,,,20
20,"1 Fish, Tank 24",5,01.24.5,,,,,,,072618JMR2F,H02,32.16,32.16,17.84,1,,,,152,,,,,,eONKI4,072518JMR4H,G11,N/A,0,,,,,,,,,20
21,"2 Fish, Tank 19",1,02.19.1,133,072418JMR4F,E03,15.87,1, 4/4,072618JMR1G,A03,34.54,34.54,15.46,1,8/8,15.00,0.59,133,,,,,,eONKI4,072518JMR4H,H11,N/A,0,,,,,,,,,21
21,"2 Fish, Tank 19",1,02.19.1,,072418JMR4F,F03,15.86,1,,072618JMR1G,B03,34.8,34.8,15.20,1,,,,133,,,,,,eONKI4,072618JMR1F,A11,N/A,0,0/8,,,,,,,,21
21,"2 Fish, Tank 19",1,02.19.1,,072418JMR4F,G03,16.02,1,,072618JMR1G,C03,34.48,34.48,15.52,1,,,,133,,,,,,eONKI4,072618JMR1F,B11,N/A,0,,,,,,,,,21
21,"2 Fish, Tank 19",1,02.19.1,,072418JMR4F,H03,15.94,1,,072618JMR1G,D03,35.03,35.03,14.97,1,,,,133,,,,,,eONKI4,072618JMR1F,C11,N/A,0,,,,,,,,,21
21,"2 Fish, Tank 19",1,02.19.1,,,,,,,072618JMR1G,E03,34.4,34.4,15.60,1,,,,133,,,,,,eONKI4,072618JMR1F,D11,N/A,0,,,,,,,,,21
21,"2 Fish, Tank 19",1,02.19.1,,,,,,,072618JMR1G,F03,35.83,35.83,14.17,1,,,,133,,,,,,eONKI4,072618JMR1F,E11,N/A,0,,,,,,,,,21
21,"2 Fish, Tank 19",1,02.19.1,,,,,,,072618JMR1G,G03,36.08,36.08,13.92,1,,,,133,,,,,,eONKI4,072618JMR1F,F11,N/A,0,,,,,,,,,21
21,"2 Fish, Tank 19",1,02.19.1,,,,,,,072618JMR1G,H03,34.88,34.88,15.12,1,,,,133,,,,,,eONKI4,072618JMR1F,G11,N/A,0,,,,,,,,,21
22,"2 Fish, Tank 19",2,02.19.2,22,072418JMR1G,A02,16.07,1, 4/4,072518JMR1H,A02,34.84,34.84,15.16,1,8/8,15.77,0.44,22,,,,,,eONKI4,072618JMR1F,H11,N/A,0,,,,,,,,,22
22,"2 Fish, Tank 19",2,02.19.2,,072418JMR1G,B02,16.16,1,,072518JMR1H,B02,34.54,34.54,15.46,1,,,,22,,,,,,eONKI4,072618JMR1G,A11,N/A,0,0/8,,,,,,,,22
22,"2 Fish, Tank 19",2,02.19.2,,072418JMR1G,C02,16.02,1,,072518JMR1H,C02,34.17,34.17,15.83,1,,,,22,,,,,,eONKI4,072618JMR1G,B11,N/A,0,,,,,,,,,22
22,"2 Fish, Tank 19",2,02.19.2,,072418JMR1G,D02,16.15,1,,072518JMR1H,D02,34.16,34.16,15.84,1,,,,22,,,,,,eONKI4,072618JMR1G,C11,N/A,0,,,,,,,,,22
22,"2 Fish, Tank 19",2,02.19.2,,,,,,,072518JMR1H,E02,34.57,34.57,15.43,1,,,,22,,,,,,eONKI4,072618JMR1G,D11,N/A,0,,,,,,,,,22
22,"2 Fish, Tank 19",2,02.19.2,,,,,,,072518JMR1H,F02,33.82,33.82,16.18,1,,,,22,,,,,,eONKI4,072618JMR1G,E11,N/A,0,,,,,,,,,22
22,"2 Fish, Tank 19",2,02.19.2,,,,,,,072518JMR1H,G02,33.35,33.35,16.65,1,,,,22,,,,,,eONKI4,072618JMR1G,F11,N/A,0,,,,,,,,,22
22,"2 Fish, Tank 19",2,02.19.2,,,,,,,072518JMR1H,H02,34.4,34.4,15.60,1,,,,22,,,,,,eONKI4,072618JMR1G,G11,N/A,0,,,,,,,,,22
23,"2 Fish, Tank 19",3,02.19.3,42,072418JMR2F,A02,15.82,1, 4/4,072518JMR2G,A02,35.37,35.37,14.63,1,8/8,14.73,0.73,42,,,,,,eONKI4,072618JMR1G,H11,N/A,0,,,,,,,,,23
23,"2 Fish, Tank 19",3,02.19.3,,072418JMR2F,B02,15.96,1,,072518JMR2G,B02,34.58,34.58,15.42,1,,,,42,,,,,,eONKI4,072618JMR1H,A11,N/A,0,0/8,,,,,,,,23
23,"2 Fish, Tank 19",3,02.19.3,,072418JMR2F,C02,15.98,1,,072518JMR2G,C02,34.75,34.75,15.25,1,,,,42,,,,,,eONKI4,072618JMR1H,B11,N/A,0,,,,,,,,,23
23,"2 Fish, Tank 19",3,02.19.3,,072418JMR2F,D02,15.82,1,,072518JMR2G,D02,37.06,37.06,12.94,1,,,,42,,,,,,eONKI4,072618JMR1H,C11,N/A,0,,,,,,,,,23
23,"2 Fish, Tank 19",3,02.19.3,,,,,,,072518JMR2G,E02,34.8,34.8,15.20,1,,,,42,,,,,,eONKI4,072618JMR1H,D11,N/A,0,,,,,,,,,23
23,"2 Fish, Tank 19",3,02.19.3,,,,,,,072518JMR2G,F02,35.33,35.33,14.67,1,,,,42,,,,,,eONKI4,072618JMR1H,E11,N/A,0,,,,,,,,,23
23,"2 Fish, Tank 19",3,02.19.3,,,,,,,072518JMR2G,G02,34.92,34.92,15.08,1,,,,42,,,,,,eONKI4,072618JMR1H,F11,N/A,0,,,,,,,,,23
23,"2 Fish, Tank 19",3,02.19.3,,,,,,,072518JMR2G,H02,35.35,35.35,14.65,1,,,,42,,,,,,eONKI4,072618JMR1H,G11,N/A,0,,,,,,,,,23
24,"2 Fish, Tank 19",4,02.19.4,19,072418JMR1F,E09,18.01,1, 4/4,072518JMR1G,A09,34.45,34.45,15.55,1,8/8,15.79,0.37,19,,,,,,eONKI4,072618JMR1H,H11,N/A,0,,,,,,,,,24
24,"2 Fish, Tank 19",4,02.19.4,,072418JMR1F,F09,17.87,1,,072518JMR1G,B09,34.14,34.14,15.86,1,,,,19,,,,,,eONKI4,072618JMR2F,A11,N/A,0,0/8,,,,,,,,24
24,"2 Fish, Tank 19",4,02.19.4,,072418JMR1F,G09,17.92,1,,072518JMR1G,C09,34.62,34.62,15.38,1,,,,19,,,,,,eONKI4,072618JMR2F,B11,N/A,0,,,,,,,,,24
24,"2 Fish, Tank 19",4,02.19.4,,072418JMR1F,H09,18.39,1,,072518JMR1G,D09,34.64,34.64,15.36,1,,,,19,,,,,,eONKI4,072618JMR2F,C11,N/A,0,,,,,,,,,24
24,"2 Fish, Tank 19",4,02.19.4,,,,,,,072518JMR1G,E09,33.43,33.43,16.57,1,,,,19,,,,,,eONKI4,072618JMR2F,D11,N/A,0,,,,,,,,,24
24,"2 Fish, Tank 19",4,02.19.4,,,,,,,072518JMR1G,F09,34.02,34.02,15.98,1,,,,19,,,,,,eONKI4,072618JMR2F,E11,N/A,0,,,,,,,,,24
24,"2 Fish, Tank 19",4,02.19.4,,,,,,,072518JMR1G,G09,34.1,34.1,15.90,1,,,,19,,,,,,eONKI4,072618JMR2F,F11,N/A,0,,,,,,,,,24
24,"2 Fish, Tank 19",4,02.19.4,,,,,,,072518JMR1G,H09,34.3,34.3,15.70,1,,,,19,,,,,,eONKI4,072618JMR2F,G11,N/A,0,,,,,,,,,24
25,"2 Fish, Tank 19",5,02.19.5,44,072418JMR2F,A04,17.07,1, 4/4,072518JMR2G,A04,34.91,34.91,15.09,1,8/8,15.25,0.26,44,,,,,,eONKI4,072618JMR2F,H11,N/A,0,,,,,,,,,25
25,"2 Fish, Tank 19",5,02.19.5,,072418JMR2F,B04,17.07,1,,072518JMR2G,B04,34.85,34.85,15.15,1,,,,44,,,,,,eONKI4,072618JMR2G,A11,N/A,0,0/8,,,,,,,,25
25,"2 Fish, Tank 19",5,02.19.5,,072418JMR2F,C04,17.06,1,,072518JMR2G,C04,34.24,34.24,15.76,1,,,,44,,,,,,eONKI4,072618JMR2G,B11,N/A,0,,,,,,,,,25
25,"2 Fish, Tank 19",5,02.19.5,,072418JMR2F,D04,17.12,1,,072518JMR2G,D04,34.48,34.48,15.52,1,,,,44,,,,,,eONKI4,072618JMR2G,C11,N/A,0,,,,,,,,,25
25,"2 Fish, Tank 19",5,02.19.5,,,,,,,072518JMR2G,E04,35.08,35.08,14.92,1,,,,44,,,,,,eONKI4,072618JMR2G,D11,N/A,0,,,,,,,,,25
25,"2 Fish, Tank 19",5,02.19.5,,,,,,,072518JMR2G,F04,34.64,34.64,15.36,1,,,,44,,,,,,eONKI4,072618JMR2G,E11,N/A,0,,,,,,,,,25
25,"2 Fish, Tank 19",5,02.19.5,,,,,,,072518JMR2G,G04,35,35,15.00,1,,,,44,,,,,,eONKI4,072618JMR2G,F11,N/A,0,,,,,,,,,25
25,"2 Fish, Tank 19",5,02.19.5,,,,,,,072518JMR2G,H04,34.84,34.84,15.16,1,,,,44,,,,,,eONKI4,072618JMR2G,G11,N/A,0,,,,,,,,,25
26,"2 Fish, Tank 20",1,02.20.1,154,072418JMR4G,E04,16.15,1, 4/4,072618JMR2F,A04,32.9,32.9,17.10,1,8/8,16.81,0.51,154,,,,,,eONKI4,072618JMR2G,H11,N/A,0,,,,,,,,,26
26,"2 Fish, Tank 20",1,02.20.1,,072418JMR4G,F04,16.15,1,,072618JMR2F,B04,33.07,33.07,16.93,1,,,,154,,,,,,ePlant5,070519MJA1F,A11,39.06,0,0/8,,,,,,,,26
26,"2 Fish, Tank 20",1,02.20.1,,072418JMR4G,G04,16.51,1,,072618JMR2F,C04,32.98,32.98,17.02,1,,,,154,,,,,,ePlant5,070519MJA1F,B11,38.04,0,,,,,,,,,26
26,"2 Fish, Tank 20",1,02.20.1,,072418JMR4G,H04,16.78,1,,072618JMR2F,D04,33.58,33.58,16.42,1,,,,154,,,,,,ePlant5,070519MJA1F,C11,40.29,0,,,,,,,,,26
26,"2 Fish, Tank 20",1,02.20.1,,,,,,,072618JMR2F,E04,32.32,32.32,17.68,1,,,,154,,,,,,ePlant5,070519MJA1F,D11,40.21,0,,,,,,,,,26
26,"2 Fish, Tank 20",1,02.20.1,,,,,,,072618JMR2F,F04,32.92,32.92,17.08,1,,,,154,,,,,,ePlant5,070519MJA1F,E11,38.61,0,,,,,,,,,26
26,"2 Fish, Tank 20",1,02.20.1,,,,,,,072618JMR2F,G04,33.7,33.7,16.30,1,,,,154,,,,,,ePlant5,070519MJA1F,F11,37.77,0,,,,,,,,,26
26,"2 Fish, Tank 20",1,02.20.1,,,,,,,072618JMR2F,H04,34.02,34.02,15.98,1,,,,154,,,,,,ePlant5,070519MJA1F,G11,40.59,0,,,,,,,,,26
27,"2 Fish, Tank 20",2,02.20.2,73,072418JMR2G,E03,16.21,1, 4/4,072518JMR3G,A03,33.31,33.31,16.69,1,8/8,16.79,0.42,73,,,,,,ePlant5,070519MJA1F,H11,39.76,0,,,,,,,,,27
27,"2 Fish, Tank 20",2,02.20.2,,072418JMR2G,F03,16.3,1,,072518JMR3G,B03,32.8,32.8,17.20,1,,,,73,,,,,,ePlant5,070519MJA1G,A07,39.57,0,0/8,,,,,,,,27
27,"2 Fish, Tank 20",2,02.20.2,,072418JMR2G,G03,16.28,1,,072518JMR3G,C03,33.17,33.17,16.83,1,,,,73,,,,,,ePlant5,070519MJA1G,B07,37.47,0,,,,,,,,,27
27,"2 Fish, Tank 20",2,02.20.2,,072418JMR2G,H03,16.65,1,,072518JMR3G,D03,33.25,33.25,16.75,1,,,,73,,,,,,ePlant5,070519MJA1G,C07,40.53,0,,,,,,,,,27
27,"2 Fish, Tank 20",2,02.20.2,,,,,,,072518JMR3G,E03,32.64,32.64,17.36,1,,,,73,,,,,,ePlant5,070519MJA1G,D07,N/A,0,,,,,,,,,27
27,"2 Fish, Tank 20",2,02.20.2,,,,,,,072518JMR3G,F03,33.04,33.04,16.96,1,,,,73,,,,,,ePlant5,070519MJA1G,E07,N/A,0,,,,,,,,,27
27,"2 Fish, Tank 20",2,02.20.2,,,,,,,072518JMR3G,G03,33.32,33.32,16.68,1,,,,73,,,,,,ePlant5,070519MJA1G,F07,38.70,0,,,,,,,,,27
27,"2 Fish, Tank 20",2,02.20.2,,,,,,,072518JMR3G,H03,34.13,34.13,15.87,1,,,,73,,,,,,ePlant5,070519MJA1G,G07,39.26,0,,,,,,,,,27
28,"2 Fish, Tank 20",3,02.20.3,45,072418JMR2F,A05,16.37,1, 4/4,072518JMR2G,A05,33.06,33.06,16.94,1,8/8,16.23,0.63,45,,,,,,ePlant5,070519MJA1G,H07,43.02,0,,,,,,,,,28
28,"2 Fish, Tank 20",3,02.20.3,,072418JMR2F,B05,15.9,1,,072518JMR2G,B05,33.16,33.16,16.84,1,,,,45,,,,,,eONKI4,070519MJA1G,A11,N/A,0,0/8,,,,,,,,28
28,"2 Fish, Tank 20",3,02.20.3,,072418JMR2F,C05,16.02,1,,072518JMR2G,C05,33.67,33.67,16.33,1,,,,45,,,,,,eONKI4,070519MJA1G,B11,N/A,0,,,,,,,,,28
28,"2 Fish, Tank 20",3,02.20.3,,072418JMR2F,D05,16.1,1,,072518JMR2G,D05,35.08,35.08,14.92,1,,,,45,,,,,,eONKI4,070519MJA1G,C11,N/A,0,,,,,,,,,28
28,"2 Fish, Tank 20",3,02.20.3,,,,,,,072518JMR2G,E05,33.14,33.14,16.86,1,,,,45,,,,,,eONKI4,070519MJA1G,D11,N/A,0,,,,,,,,,28
28,"2 Fish, Tank 20",3,02.20.3,,,,,,,072518JMR2G,F05,34.07,34.07,15.93,1,,,,45,,,,,,eONKI4,070519MJA1G,E11,N/A,0,,,,,,,,,28
28,"2 Fish, Tank 20",3,02.20.3,,,,,,,072518JMR2G,G05,33.96,33.96,16.04,1,,,,45,,,,,,eONKI4,070519MJA1G,F11,N/A,0,,,,,,,,,28
28,"2 Fish, Tank 20",3,02.20.3,,,,,,,072518JMR2G,H05,34.04,34.04,15.96,1,,,,45,,,,,,eONKI4,070519MJA1G,G11,N/A,0,,,,,,,,,28
29,"2 Fish, Tank 20",4,02.20.4,70,072418JMR2G,A10,17.48,1, 4/4,072518JMR3F,A10,34.03,34.03,15.97,1,8/8,15.65,0.36,70,,,,,,eONKI4,070519MJA1G,H11,N/A,0,,,,,,,,,29
29,"2 Fish, Tank 20",4,02.20.4,,072418JMR2G,B10,17.07,1,,072518JMR3F,B10,33.94,33.94,16.06,1,,,,70,,,,,,eONKI4,070819MJA1F,A11,N/A,0,0/8,,,,,,,,29
29,"2 Fish, Tank 20",4,02.20.4,,072418JMR2G,C10,16.72,1,,072518JMR3F,C10,34.68,34.68,15.32,1,,,,70,,,,,,eONKI4,070819MJA1F,B11,N/A,0,,,,,,,,,29
29,"2 Fish, Tank 20",4,02.20.4,,072418JMR2G,D10,17.32,1,,072518JMR3F,D10,34.63,34.63,15.37,1,,,,70,,,,,,eONKI4,070819MJA1F,C11,N/A,0,,,,,,,,,29
29,"2 Fish, Tank 20",4,02.20.4,,,,,,,072518JMR3F,E10,34.89,34.89,15.11,1,,,,70,,,,,,eONKI4,070819MJA1F,D11,N/A,0,,,,,,,,,29
29,"2 Fish, Tank 20",4,02.20.4,,,,,,,072518JMR3F,F10,33.86,33.86,16.14,1,,,,70,,,,,,eONKI4,070819MJA1F,E11,N/A,0,,,,,,,,,29
29,"2 Fish, Tank 20",4,02.20.4,,,,,,,072518JMR3F,G10,34.31,34.31,15.69,1,,,,70,,,,,,eONKI4,070819MJA1F,F11,N/A,0,,,,,,,,,29
29,"2 Fish, Tank 20",4,02.20.4,,,,,,,072518JMR3F,H10,34.49,34.49,15.51,1,,,,70,,,,,,eONKI4,070819MJA1F,G11,N/A,0,,,,,,,,,29
30,"2 Fish, Tank 20",5,02.20.5,78,072418JMR2G,E08,15.89,1, 4/4,072518JMR3G,A08,34.61,34.61,15.39,1,8/8,14.68,0.90,78,,,,,,eONKI4,070819MJA1F,H11,N/A,0,,,,,,,,,30
30,"2 Fish, Tank 20",5,02.20.5,,072418JMR2G,F08,15.96,1,,072518JMR3G,B08,34.16,34.16,15.84,1,,,,78,,,,,,eONKI4,070819MJA1G,A11,N/A,0,0/8,,,,,,,,30
30,"2 Fish, Tank 20",5,02.20.5,,072418JMR2G,G08,16.04,1,,072518JMR3G,C08,34.81,34.81,15.19,1,,,,78,,,,,,eONKI4,070819MJA1G,B11,N/A,0,,,,,,,,,30
30,"2 Fish, Tank 20",5,02.20.5,,072418JMR2G,H08,16.23,1,,072518JMR3G,D08,36.23,36.23,13.77,1,,,,78,,,,,,eONKI4,070819MJA1G,C11,N/A,0,,,,,,,,,30
30,"2 Fish, Tank 20",5,02.20.5,,,,,,,072518JMR3G,E08,34.72,34.72,15.28,1,,,,78,,,,,,eONKI4,070819MJA1G,D11,N/A,0,,,,,,,,,30
30,"2 Fish, Tank 20",5,02.20.5,,,,,,,072518JMR3G,F08,34.95,34.95,15.05,1,,,,78,,,,,,eONKI4,070819MJA1G,E11,N/A,0,,,,,,,,,30
30,"2 Fish, Tank 20",5,02.20.5,,,,,,,072518JMR3G,G08,36.23,36.23,13.77,1,,,,78,,,,,,eONKI4,070819MJA1G,F11,N/A,0,,,,,,,,,30
30,"2 Fish, Tank 20",5,02.20.5,,,,,,,072518JMR3G,H08,36.82,36.82,13.18,1,,,,78,,,,,,eONKI4,070819MJA1G,G11,N/A,0,,,,,,,,,30
31,"2 Fish, Tank 21",1,02.21.1,7,072418JMR1F,A07,16.59,1, 4/4,072518JMR1F,A07,35.55,35.55,14.45,1,8/8,13.49,0.60,7,,,,,,eONKI4,070819MJA1G,H11,N/A,0,,,,,,,,,31
31,"2 Fish, Tank 21",1,02.21.1,,072418JMR1F,B07,16.22,1,,072518JMR1F,B07,36.2,36.2,13.80,1,,,,7,,,,,,eONKI4,070819MJA1H,A11,N/A,0,0/8,,,,,,,,31
31,"2 Fish, Tank 21",1,02.21.1,,072418JMR1F,C07,16.32,1,,072518JMR1F,C07,37.22,37.22,12.78,1,,,,7,,,,,,eONKI4,070819MJA1H,B11,N/A,0,,,,,,,,,31
31,"2 Fish, Tank 21",1,02.21.1,,072418JMR1F,D07,16.09,1,,072518JMR1F,D07,36.55,36.55,13.45,1,,,,7,,,,,,eONKI4,070819MJA1H,C11,N/A,0,,,,,,,,,31
31,"2 Fish, Tank 21",1,02.21.1,,,,,,,072518JMR1F,E07,36.1,36.1,13.90,1,,,,7,,,,,,eONKI4,070819MJA1H,D11,N/A,0,,,,,,,,,31
