Sort Code,Site ID,Sample replicate,Lab Code,DPN,qPCR Run,Well,Amplifiable DNA,Score,Frequency,qPCR Run,Well,ONKI,Adjusted Ct  (N/A=50),Transformed Ct (50.001-Ct),Score,Frequency,Mean Transformed Ct,Transformed Ct StDev,Spacer,Assay Plate Run Controls,,,,,,,,,,,,,,,,,,
51,"4 Fish, Tank 21",1,04.21.1,,,,,,,072518JMR4H,E01,36.04,36.04,13.96,1,,,,111,,,,,,,,,,,,,,,,,,,
51,"4 Fish, Tank 21",1,04.21.1,,,,,,,072518JMR4H,F01,35.48,35.48,14.52,1,,,,111,,,,,,,,,,,,,,,,,,,
51,"4 Fish, Tank 21",1,04.21.1,,,,,,,072518JMR4H,G01,34.18,34.18,15.82,1,,,,111,,,,,,,,,,,,,,,,,,,
51,"4 Fish, Tank 21",1,04.21.1,,,,,,,072518JMR4H,H01,34.54,34.54,15.46,1,,,,111,,,,,,,,,,,,,,,,,,,
52,"4 Fish, Tank 21",2,04.21.2,150,072418JMR4G,A10,16.45,1, 4/4,072618JMR1H,A10,36.29,36.29,13.71,1,8/8,13.48,0.54,150,,,,,,,,,,,,,,,,,,,
52,"4 Fish, Tank 21",2,04.21.2,,072418JMR4G,B10,16.49,1,,072618JMR1H,B10,36.2,36.2,13.80,1,,,,150,,,,,,,,,,,,,,,,,,,
52,"4 Fish, Tank 21",2,04.21.2,,072418JMR4G,C10,16.55,1,,072618JMR1H,C10,36.89,36.89,13.11,1,,,,150,,,,,,,,,,,,,,,,,,,
52,"4 Fish, Tank 21",2,04.21.2,,072418JMR4G,D10,16.52,1,,072618JMR1H,D10,37.46,37.46,12.54,1,,,,150,,,,,,,,,,,,,,,,,,,
52,"4 Fish, Tank 21",2,04.21.2,,,,,,,072618JMR1H,E10,36.33,36.33,13.67,1,,,,150,,,,,,,,,,,,,,,,,,,
52,"4 Fish, Tank 21",2,04.21.2,,,,,,,072618JMR1H,F10,35.53,35.53,14.47,1,,,,150,,,,,,,,,,,,,,,,,,,
52,"4 Fish, Tank 21",2,04.21.2,,,,,,,072618JMR1H,G10,36.91,36.91,13.09,1,,,,150,,,,,,,,,,,,,,,,,,,
52,"4 Fish, Tank 21",2,04.21.2,,,,,,,072618JMR1H,H10,36.58,36.58,13.42,1,,,,150,,,,,,,,,,,,,,,,,,,
53,"4 Fish, Tank 21",3,04.21.3,90,072418JMR3F,A10,16.04,1, 4/4,072518JMR3H,A10,37.95,37.95,12.05,1,8/8,13.09,0.96,90,,,,,,,,,,,,,,,,,,,
53,"4 Fish, Tank 21",3,04.21.3,,072418JMR3F,B10,15.85,1,,072518JMR3H,B10,35.78,35.78,14.22,1,,,,90,,,,,,,,,,,,,,,,,,,
53,"4 Fish, Tank 21",3,04.21.3,,072418JMR3F,C10,16.26,1,,072518JMR3H,C10,37.47,37.47,12.53,1,,,,90,,,,,,,,,,,,,,,,,,,
53,"4 Fish, Tank 21",3,04.21.3,,072418JMR3F,D10,15.63,1,,072518JMR3H,D10,36.07,36.07,13.93,1,,,,90,,,,,,,,,,,,,,,,,,,
53,"4 Fish, Tank 21",3,04.21.3,,,,,,,072518JMR3H,E10,37.23,37.23,12.77,1,,,,90,,,,,,,,,,,,,,,,,,,
53,"4 Fish, Tank 21",3,04.21.3,,,,,,,072518JMR3H,F10,38.53,38.53,11.47,1,,,,90,,,,,,,,,,,,,,,,,,,
53,"4 Fish, Tank 21",3,04.21.3,,,,,,,072518JMR3H,G10,36.06,36.06,13.94,1,,,,90,,,,,,,,,,,,,,,,,,,
53,"4 Fish, Tank 21",3,04.21.3,,,,,,,072518JMR3H,H10,36.22,36.22,13.78,1,,,,90,,,,,,,,,,,,,,,,,,,
54,"4 Fish, Tank 21",4,04.21.4,10,072418JMR1F,A10,16.02,1, 4/4,072518JMR1F,A10,38.3,38.3,11.70,1,8/8,14.83,1.41,10,,,,,,,,,,,,,,,,,,,
54,"4 Fish, Tank 21",4,04.21.4,,072418JMR1F,B10,15.84,1,,072518JMR1F,B10,34.23,34.23,15.77,1,,,,10,,,,,,,,,,,,,,,,,,,
54,"4 Fish, Tank 21",4,04.21.4,,072418JMR1F,C10,16.14,1,,072518JMR1F,C10,36.24,36.24,13.76,1,,,,10,,,,,,,,,,,,,,,,,,,
54,"4 Fish, Tank 21",4,04.21.4,,072418JMR1F,D10,15.79,1,,072518JMR1F,D10,35.52,35.52,14.48,1,,,,10,,,,,,,,,,,,,,,,,,,
54,"4 Fish, Tank 21",4,04.21.4,,,,,,,072518JMR1F,E10,33.7,33.7,16.30,1,,,,10,,,,,,,,,,,,,,,,,,,
54,"4 Fish, Tank 21",4,04.21.4,,,,,,,072518JMR1F,F10,34.59,34.59,15.41,1,,,,10,,,,,,,,,,,,,,,,,,,
54,"4 Fish, Tank 21",4,04.21.4,,,,,,,072518JMR1F,G10,34.63,34.63,15.37,1,,,,10,,,,,,,,,,,,,,,,,,,
54,"4 Fish, Tank 21",4,04.21.4,,,,,,,072518JMR1F,H10,34.13,34.13,15.87,1,,,,10,,,,,,,,,,,,,,,,,,,
55,"4 Fish, Tank 21",5,04.21.5,71,072418JMR2G,E01,16.68,1, 4/4,072518JMR3G,A01,34.61,34.61,15.39,1,8/8,15.60,0.24,71,,,,,,,,,,,,,,,,,,,
55,"4 Fish, Tank 21",5,04.21.5,,072418JMR2G,F01,16.9,1,,072518JMR3G,B01,34.46,34.46,15.54,1,,,,71,,,,,,,,,,,,,,,,,,,
55,"4 Fish, Tank 21",5,04.21.5,,072418JMR2G,G01,16.82,1,,072518JMR3G,C01,33.92,33.92,16.08,1,,,,71,,,,,,,,,,,,,,,,,,,
55,"4 Fish, Tank 21",5,04.21.5,,072418JMR2G,H01,17.41,1,,072518JMR3G,D01,34.23,34.23,15.77,1,,,,71,,,,,,,,,,,,,,,,,,,
55,"4 Fish, Tank 21",5,04.21.5,,,,,,,072518JMR3G,E01,34.47,34.47,15.53,1,,,,71,,,,,,,,,,,,,,,,,,,
55,"4 Fish, Tank 21",5,04.21.5,,,,,,,072518JMR3G,F01,34.64,34.64,15.36,1,,,,71,,,,,,,,,,,,,,,,,,,
55,"4 Fish, Tank 21",5,04.21.5,,,,,,,072518JMR3G,G01,34.2,34.2,15.80,1,,,,71,,,,,,,,,,,,,,,,,,,
55,"4 Fish, Tank 21",5,04.21.5,,,,,,,072518JMR3G,H01,34.66,34.66,15.34,1,,,,71,,,,,,,,,,,,,,,,,,,
56,"4 Fish, Tank 24",1,04.24.1,124,072418JMR4F,A04,15.61,1, 4/4,072618JMR1F,A04,31.99,31.99,18.01,1,8/8,18.02,0.45,124,,,,,,,,,,,,,,,,,,,
56,"4 Fish, Tank 24",1,04.24.1,,072418JMR4F,B04,15.47,1,,072618JMR1F,B04,31.82,31.82,18.18,1,,,,124,,,,,,,,,,,,,,,,,,,
56,"4 Fish, Tank 24",1,04.24.1,,072418JMR4F,C04,15.51,1,,072618JMR1F,C04,31.22,31.22,18.78,1,,,,124,,,,,,,,,,,,,,,,,,,
56,"4 Fish, Tank 24",1,04.24.1,,072418JMR4F,D04,15.78,1,,072618JMR1F,D04,32.55,32.55,17.45,1,,,,124,,,,,,,,,,,,,,,,,,,
56,"4 Fish, Tank 24",1,04.24.1,,,,,,,072618JMR1F,E04,32.53,32.53,17.47,1,,,,124,,,,,,,,,,,,,,,,,,,
56,"4 Fish, Tank 24",1,04.24.1,,,,,,,072618JMR1F,F04,32.38,32.38,17.62,1,,,,124,,,,,,,,,,,,,,,,,,,
56,"4 Fish, Tank 24",1,04.24.1,,,,,,,072618JMR1F,G04,31.57,31.57,18.43,1,,,,124,,,,,,,,,,,,,,,,,,,
56,"4 Fish, Tank 24",1,04.24.1,,,,,,,072618JMR1F,H04,31.78,31.78,18.22,1,,,,124,,,,,,,,,,,,,,,,,,,
57,"4 Fish, Tank 24",2,04.24.2,12,072418JMR1F,E02,16.01,1, 4/4,072518JMR1G,A02,32.69,32.69,17.31,1,8/8,17.19,0.19,12,,,,,,,,,,,,,,,,,,,
57,"4 Fish, Tank 24",2,04.24.2,,072418JMR1F,F02,16.04,1,,072518JMR1G,B02,32.75,32.75,17.25,1,,,,12,,,,,,,,,,,,,,,,,,,
57,"4 Fish, Tank 24",2,04.24.2,,072418JMR1F,G02,16.16,1,,072518JMR1G,C02,32.84,32.84,17.16,1,,,,12,,,,,,,,,,,,,,,,,,,
57,"4 Fish, Tank 24",2,04.24.2,,072418JMR1F,H02,16.35,1,,072518JMR1G,D02,32.52,32.52,17.48,1,,,,12,,,,,,,,,,,,,,,,,,,
57,"4 Fish, Tank 24",2,04.24.2,,,,,,,072518JMR1G,E02,32.71,32.71,17.29,1,,,,12,,,,,,,,,,,,,,,,,,,
57,"4 Fish, Tank 24",2,04.24.2,,,,,,,072518JMR1G,F02,33.1,33.1,16.90,1,,,,12,,,,,,,,,,,,,,,,,,,
57,"4 Fish, Tank 24",2,04.24.2,,,,,,,072518JMR1G,G02,33.12,33.12,16.88,1,,,,12,,,,,,,,,,,,,,,,,,,
57,"4 Fish, Tank 24",2,04.24.2,,,,,,,072518JMR1G,H02,32.79,32.79,17.21,1,,,,12,,,,,,,,,,,,,,,,,,,
58,"4 Fish, Tank 24",3,04.24.3,77,072418JMR2G,E07,15.75,1, 4/4,072518JMR3G,A07,31.32,31.32,18.68,1,8/8,18.26,0.36,77,,,,,,,,,,,,,,,,,,,
58,"4 Fish, Tank 24",3,04.24.3,,072418JMR2G,F07,15.92,1,,072518JMR3G,B07,31.78,31.78,18.22,1,,,,77,,,,,,,,,,,,,,,,,,,
58,"4 Fish, Tank 24",3,04.24.3,,072418JMR2G,G07,16.31,1,,072518JMR3G,C07,31.38,31.38,18.62,1,,,,77,,,,,,,,,,,,,,,,,,,
58,"4 Fish, Tank 24",3,04.24.3,,072418JMR2G,H07,16.38,1,,072518JMR3G,D07,31.87,31.87,18.13,1,,,,77,,,,,,,,,,,,,,,,,,,
58,"4 Fish, Tank 24",3,04.24.3,,,,,,,072518JMR3G,E07,31.34,31.34,18.66,1,,,,77,,,,,,,,,,,,,,,,,,,
58,"4 Fish, Tank 24",3,04.24.3,,,,,,,072518JMR3G,F07,32.25,32.25,17.75,1,,,,77,,,,,,,,,,,,,,,,,,,
58,"4 Fish, Tank 24",3,04.24.3,,,,,,,072518JMR3G,G07,31.68,31.68,18.32,1,,,,77,,,,,,,,,,,,,,,,,,,
58,"4 Fish, Tank 24",3,04.24.3,,,,,,,072518JMR3G,H07,32.27,32.27,17.73,1,,,,77,,,,,,,,,,,,,,,,,,,
59,"4 Fish, Tank 24",4,04.24.4,142,072418JMR4G,A02,16.92,1, 4/4,072618JMR1H,A02,35.1,35.1,14.90,1,8/8,15.19,0.40,142,,,,,,,,,,,,,,,,,,,
59,"4 Fish, Tank 24",4,04.24.4,,072418JMR4G,B02,16.76,1,,072618JMR1H,B02,34.57,34.57,15.43,1,,,,142,,,,,,,,,,,,,,,,,,,
59,"4 Fish, Tank 24",4,04.24.4,,072418JMR4G,C02,16.64,1,,072618JMR1H,C02,35.56,35.56,14.44,1,,,,142,,,,,,,,,,,,,,,,,,,
59,"4 Fish, Tank 24",4,04.24.4,,072418JMR4G,D02,16.85,1,,072618JMR1H,D02,34.69,34.69,15.31,1,,,,142,,,,,,,,,,,,,,,,,,,
59,"4 Fish, Tank 24",4,04.24.4,,,,,,,072618JMR1H,E02,34.51,34.51,15.49,1,,,,142,,,,,,,,,,,,,,,,,,,
59,"4 Fish, Tank 24",4,04.24.4,,,,,,,072618JMR1H,F02,34.49,34.49,15.51,1,,,,142,,,,,,,,,,,,,,,,,,,
59,"4 Fish, Tank 24",4,04.24.4,,,,,,,072618JMR1H,G02,35.2,35.2,14.80,1,,,,142,,,,,,,,,,,,,,,,,,,
59,"4 Fish, Tank 24",4,04.24.4,,,,,,,072618JMR1H,H02,34.35,34.35,15.65,1,,,,142,,,,,,,,,,,,,,,,,,,
60,"4 Fish, Tank 24",5,04.24.5,128,072418JMR4F,A08,17.36,1, 4/4,072618JMR1F,A08,32.97,32.97,17.03,1,8/8,16.60,0.34,128,,,,,,,,,,,,,,,,,,,
60,"4 Fish, Tank 24",5,04.24.5,,072418JMR4F,B08,17.18,1,,072618JMR1F,B08,33.34,33.34,16.66,1,,,,128,,,,,,,,,,,,,,,,,,,
60,"4 Fish, Tank 24",5,04.24.5,,072418JMR4F,C08,17.34,1,,072618JMR1F,C08,33.53,33.53,16.47,1,,,,128,,,,,,,,,,,,,,,,,,,
60,"4 Fish, Tank 24",5,04.24.5,,072418JMR4F,D08,17.31,1,,072618JMR1F,D08,33,33,17.00,1,,,,128,,,,,,,,,,,,,,,,,,,
60,"4 Fish, Tank 24",5,04.24.5,,,,,,,072618JMR1F,E08,33.17,33.17,16.83,1,,,,128,,,,,,,,,,,,,,,,,,,
60,"4 Fish, Tank 24",5,04.24.5,,,,,,,072618JMR1F,F08,33.48,33.48,16.52,1,,,,128,,,,,,,,,,,,,,,,,,,
60,"4 Fish, Tank 24",5,04.24.5,,,,,,,072618JMR1F,G08,33.64,33.64,16.36,1,,,,128,,,,,,,,,,,,,,,,,,,
60,"4 Fish, Tank 24",5,04.24.5,,,,,,,072618JMR1F,H08,34.05,34.05,15.95,1,,,,128,,,,,,,,,,,,,,,,,,,
61,"8 Fish, Tank 19",1,08.19.1,62,072418JMR2G,A02,17.21,1, 4/4,072518JMR3F,A02,33.23,33.23,16.77,1,8/8,16.49,0.34,62,,,,,,,,,,,,,,,,,,,
61,"8 Fish, Tank 19",1,08.19.1,,072418JMR2G,B02,17.34,1,,072518JMR3F,B02,33.9,33.9,16.10,1,,,,62,,,,,,,,,,,,,,,,,,,
61,"8 Fish, Tank 19",1,08.19.1,,072418JMR2G,C02,17.2,1,,072518JMR3F,C02,33.31,33.31,16.69,1,,,,62,,,,,,,,,,,,,,,,,,,
61,"8 Fish, Tank 19",1,08.19.1,,072418JMR2G,D02,17.22,1,,072518JMR3F,D02,33.41,33.41,16.59,1,,,,62,,,,,,,,,,,,,,,,,,,
61,"8 Fish, Tank 19",1,08.19.1,,,,,,,072518JMR3F,E02,34.03,34.03,15.97,1,,,,62,,,,,,,,,,,,,,,,,,,
61,"8 Fish, Tank 19",1,08.19.1,,,,,,,072518JMR3F,F02,33.14,33.14,16.86,1,,,,62,,,,,,,,,,,,,,,,,,,
61,"8 Fish, Tank 19",1,08.19.1,,,,,,,072518JMR3F,G02,33.88,33.88,16.12,1,,,,62,,,,,,,,,,,,,,,,,,,
61,"8 Fish, Tank 19",1,08.19.1,,,,,,,072518JMR3F,H02,33.19,33.19,16.81,1,,,,62,,,,,,,,,,,,,,,,,,,
62,"8 Fish, Tank 19",2,08.19.2,26,072418JMR1G,A06,16.49,1, 4/4,072518JMR1H,A06,29.47,29.47,20.53,1,8/8,20.51,0.19,26,,,,,,,,,,,,,,,,,,,
62,"8 Fish, Tank 19",2,08.19.2,,072418JMR1G,B06,16.24,1,,072518JMR1H,B06,29.87,29.87,20.13,1,,,,26,,,,,,,,,,,,,,,,,,,
62,"8 Fish, Tank 19",2,08.19.2,,072418JMR1G,C06,16.11,1,,072518JMR1H,C06,29.32,29.32,20.68,1,,,,26,,,,,,,,,,,,,,,,,,,
62,"8 Fish, Tank 19",2,08.19.2,,072418JMR1G,D06,16.22,1,,072518JMR1H,D06,29.26,29.26,20.74,1,,,,26,,,,,,,,,,,,,,,,,,,
62,"8 Fish, Tank 19",2,08.19.2,,,,,,,072518JMR1H,E06,29.56,29.56,20.44,1,,,,26,,,,,,,,,,,,,,,,,,,
62,"8 Fish, Tank 19",2,08.19.2,,,,,,,072518JMR1H,F06,29.38,29.38,20.62,1,,,,26,,,,,,,,,,,,,,,,,,,
62,"8 Fish, Tank 19",2,08.19.2,,,,,,,072518JMR1H,G06,29.4,29.4,20.60,1,,,,26,,,,,,,,,,,,,,,,,,,
62,"8 Fish, Tank 19",2,08.19.2,,,,,,,072518JMR1H,H06,29.7,29.7,20.30,1,,,,26,,,,,,,,,,,,,,,,,,,
63,"8 Fish, Tank 19",3,08.19.3,27,072418JMR1G,A07,17.03,1, 4/4,072518JMR1H,A07,31.16,31.16,18.84,1,8/8,18.87,0.13,27,,,,,,,,,,,,,,,,,,,
63,"8 Fish, Tank 19",3,08.19.3,,072418JMR1G,B07,17.08,1,,072518JMR1H,B07,31.07,31.07,18.93,1,,,,27,,,,,,,,,,,,,,,,,,,
63,"8 Fish, Tank 19",3,08.19.3,,072418JMR1G,C07,17.02,1,,072518JMR1H,C07,31.26,31.26,18.74,1,,,,27,,,,,,,,,,,,,,,,,,,
63,"8 Fish, Tank 19",3,08.19.3,,072418JMR1G,D07,17.02,1,,072518JMR1H,D07,31.19,31.19,18.81,1,,,,27,,,,,,,,,,,,,,,,,,,
63,"8 Fish, Tank 19",3,08.19.3,,,,,,,072518JMR1H,E07,31.08,31.08,18.92,1,,,,27,,,,,,,,,,,,,,,,,,,
63,"8 Fish, Tank 19",3,08.19.3,,,,,,,072518JMR1H,F07,31.33,31.33,18.67,1,,,,27,,,,,,,,,,,,,,,,,,,
63,"8 Fish, Tank 19",3,08.19.3,,,,,,,072518JMR1H,G07,30.88,30.88,19.12,1,,,,27,,,,,,,,,,,,,,,,,,,
63,"8 Fish, Tank 19",3,08.19.3,,,,,,,072518JMR1H,H07,31.05,31.05,18.95,1,,,,27,,,,,,,,,,,,,,,,,,,
64,"8 Fish, Tank 19",4,08.19.4,13,072418JMR1F,E03,16.16,1, 4/4,072518JMR1G,A03,33.97,33.97,16.03,1,8/8,16.61,0.40,13,,,,,,,,,,,,,,,,,,,
64,"8 Fish, Tank 19",4,08.19.4,,072418JMR1F,F03,15.96,1,,072518JMR1G,B03,33.53,33.53,16.47,1,,,,13,,,,,,,,,,,,,,,,,,,
64,"8 Fish, Tank 19",4,08.19.4,,072418JMR1F,G03,16.23,1,,072518JMR1G,C03,33.33,33.33,16.67,1,,,,13,,,,,,,,,,,,,,,,,,,
64,"8 Fish, Tank 19",4,08.19.4,,072418JMR1F,H03,16.4,1,,072518JMR1G,D03,33.02,33.02,16.98,1,,,,13,,,,,,,,,,,,,,,,,,,
64,"8 Fish, Tank 19",4,08.19.4,,,,,,,072518JMR1G,E03,32.61,32.61,17.39,1,,,,13,,,,,,,,,,,,,,,,,,,
64,"8 Fish, Tank 19",4,08.19.4,,,,,,,072518JMR1G,F03,33.28,33.28,16.72,1,,,,13,,,,,,,,,,,,,,,,,,,
64,"8 Fish, Tank 19",4,08.19.4,,,,,,,072518JMR1G,G03,33.58,33.58,16.42,1,,,,13,,,,,,,,,,,,,,,,,,,
64,"8 Fish, Tank 19",4,08.19.4,,,,,,,072518JMR1G,H03,33.77,33.77,16.23,1,,,,13,,,,,,,,,,,,,,,,,,,
65,"8 Fish, Tank 19",5,08.19.5,17,072418JMR1F,E07,16.35,1, 4/4,072518JMR1G,A07,33.08,33.08,16.92,1,8/8,16.56,0.42,17,,,,,,,,,,,,,,,,,,,
65,"8 Fish, Tank 19",5,08.19.5,,072418JMR1F,F07,16.11,1,,072518JMR1G,B07,33.41,33.41,16.59,1,,,,17,,,,,,,,,,,,,,,,,,,
65,"8 Fish, Tank 19",5,08.19.5,,072418JMR1F,G07,16.67,1,,072518JMR1G,C07,33.11,33.11,16.89,1,,,,17,,,,,,,,,,,,,,,,,,,
65,"8 Fish, Tank 19",5,08.19.5,,072418JMR1F,H07,16.8,1,,072518JMR1G,D07,32.98,32.98,17.02,1,,,,17,,,,,,,,,,,,,,,,,,,
65,"8 Fish, Tank 19",5,08.19.5,,,,,,,072518JMR1G,E07,33.35,33.35,16.65,1,,,,17,,,,,,,,,,,,,,,,,,,
65,"8 Fish, Tank 19",5,08.19.5,,,,,,,072518JMR1G,F07,34.32,34.32,15.68,1,,,,17,,,,,,,,,,,,,,,,,,,
65,"8 Fish, Tank 19",5,08.19.5,,,,,,,072518JMR1G,G07,33.38,33.38,16.62,1,,,,17,,,,,,,,,,,,,,,,,,,
65,"8 Fish, Tank 19",5,08.19.5,,,,,,,072518JMR1G,H07,33.87,33.87,16.13,1,,,,17,,,,,,,,,,,,,,,,,,,
66,"8 Fish, Tank 20",1,08.20.1,9,072418JMR1F,A09,17.05,1, 4/4,072518JMR1F,A09,31.26,31.26,18.74,1,8/8,18.61,0.26,9,,,,,,,,,,,,,,,,,,,
66,"8 Fish, Tank 20",1,08.20.1,,072418JMR1F,B09,16.84,1,,072518JMR1F,B09,31.4,31.4,18.60,1,,,,9,,,,,,,,,,,,,,,,,,,
66,"8 Fish, Tank 20",1,08.20.1,,072418JMR1F,C09,17.09,1,,072518JMR1F,C09,31.56,31.56,18.44,1,,,,9,,,,,,,,,,,,,,,,,,,
66,"8 Fish, Tank 20",1,08.20.1,,072418JMR1F,D09,16.82,1,,072518JMR1F,D09,31.03,31.03,18.97,1,,,,9,,,,,,,,,,,,,,,,,,,
66,"8 Fish, Tank 20",1,08.20.1,,,,,,,072518JMR1F,E09,31.19,31.19,18.81,1,,,,9,,,,,,,,,,,,,,,,,,,
66,"8 Fish, Tank 20",1,08.20.1,,,,,,,072518JMR1F,F09,31.2,31.2,18.80,1,,,,9,,,,,,,,,,,,,,,,,,,
66,"8 Fish, Tank 20",1,08.20.1,,,,,,,072518JMR1F,G09,31.62,31.62,18.38,1,,,,9,,,,,,,,,,,,,,,,,,,
66,"8 Fish, Tank 20",1,08.20.1,,,,,,,072518JMR1F,H09,31.87,31.87,18.13,1,,,,9,,,,,,,,,,,,,,,,,,,
67,"8 Fish, Tank 20",2,08.20.2,2,072418JMR1F,A02,16.53,1, 4/4,072518JMR1F,A02,32.3,32.3,17.70,1,8/8,18.04,0.19,2,,,,,,,,,,,,,,,,,,,
67,"8 Fish, Tank 20",2,08.20.2,,072418JMR1F,B02,16.85,1,,072518JMR1F,B02,32.06,32.06,17.94,1,,,,2,,,,,,,,,,,,,,,,,,,
67,"8 Fish, Tank 20",2,08.20.2,,072418JMR1F,C02,16.51,1,,072518JMR1F,C02,31.6,31.6,18.40,1,,,,2,,,,,,,,,,,,,,,,,,,
67,"8 Fish, Tank 20",2,08.20.2,,072418JMR1F,D02,16.63,1,,072518JMR1F,D02,31.9,31.9,18.10,1,,,,2,,,,,,,,,,,,,,,,,,,
67,"8 Fish, Tank 20",2,08.20.2,,,,,,,072518JMR1F,E02,31.99,31.99,18.01,1,,,,2,,,,,,,,,,,,,,,,,,,
67,"8 Fish, Tank 20",2,08.20.2,,,,,,,072518JMR1F,F02,31.96,31.96,18.04,1,,,,2,,,,,,,,,,,,,,,,,,,
67,"8 Fish, Tank 20",2,08.20.2,,,,,,,072518JMR1F,G02,32.05,32.05,17.95,1,,,,2,,,,,,,,,,,,,,,,,,,
67,"8 Fish, Tank 20",2,08.20.2,,,,,,,072518JMR1F,H02,31.84,31.84,18.16,1,,,,2,,,,,,,,,,,,,,,,,,,
68,"8 Fish, Tank 20",3,08.20.3,82,072418JMR3F,A02,17.25,1, 4/4,072518JMR3H,A02,34.39,34.39,15.61,1,8/8,15.19,0.54,82,,,,,,,,,,,,,,,,,,,
68,"8 Fish, Tank 20",3,08.20.3,,072418JMR3F,B02,17.14,1,,072518JMR3H,B02,35.12,35.12,14.88,1,,,,82,,,,,,,,,,,,,,,,,,,
68,"8 Fish, Tank 20",3,08.20.3,,072418JMR3F,C02,17.01,1,,072518JMR3H,C02,34.36,34.36,15.64,1,,,,82,,,,,,,,,,,,,,,,,,,
68,"8 Fish, Tank 20",3,08.20.3,,072418JMR3F,D02,17.15,1,,072518JMR3H,D02,35.83,35.83,14.17,1,,,,82,,,,,,,,,,,,,,,,,,,
68,"8 Fish, Tank 20",3,08.20.3,,,,,,,072518JMR3H,E02,34.39,34.39,15.61,1,,,,82,,,,,,,,,,,,,,,,,,,
68,"8 Fish, Tank 20",3,08.20.3,,,,,,,072518JMR3H,F02,34.73,34.73,15.27,1,,,,82,,,,,,,,,,,,,,,,,,,
68,"8 Fish, Tank 20",3,08.20.3,,,,,,,072518JMR3H,G02,34.24,34.24,15.76,1,,,,82,,,,,,,,,,,,,,,,,,,
68,"8 Fish, Tank 20",3,08.20.3,,,,,,,072518JMR3H,H02,35.39,35.39,14.61,1,,,,82,,,,,,,,,,,,,,,,,,,
69,"8 Fish, Tank 20",4,08.20.4,107,072418JMR3G,A07,16.48,1, 4/4,072518JMR4G,A07,32.38,32.38,17.62,1,8/8,17.44,0.37,107,,,,,,,,,,,,,,,,,,,
69,"8 Fish, Tank 20",4,08.20.4,,072418JMR3G,B07,16.76,1,,072518JMR4G,B07,32.59,32.59,17.41,1,,,,107,,,,,,,,,,,,,,,,,,,
69,"8 Fish, Tank 20",4,08.20.4,,072418JMR3G,C07,16.42,1,,072518JMR4G,C07,32.34,32.34,17.66,1,,,,107,,,,,,,,,,,,,,,,,,,
69,"8 Fish, Tank 20",4,08.20.4,,072418JMR3G,D07,16.5,1,,072518JMR4G,D07,32.53,32.53,17.47,1,,,,107,,,,,,,,,,,,,,,,,,,
69,"8 Fish, Tank 20",4,08.20.4,,,,,,,072518JMR4G,E07,32.21,32.21,17.79,1,,,,107,,,,,,,,,,,,,,,,,,,
69,"8 Fish, Tank 20",4,08.20.4,,,,,,,072518JMR4G,F07,32.5,32.5,17.50,1,,,,107,,,,,,,,,,,,,,,,,,,
69,"8 Fish, Tank 20",4,08.20.4,,,,,,,072518JMR4G,G07,32.48,32.48,17.52,1,,,,107,,,,,,,,,,,,,,,,,,,
69,"8 Fish, Tank 20",4,08.20.4,,,,,,,072518JMR4G,H07,33.49,33.49,16.51,1,,,,107,,,,,,,,,,,,,,,,,,,
70,"8 Fish, Tank 20",5,08.20.5,116,072418JMR3G,E06,17.18,1, 4/4,072518JMR4H,A06,32.19,32.19,17.81,1,8/8,17.77,0.37,116,,,,,,,,,,,,,,,,,,,
70,"8 Fish, Tank 20",5,08.20.5,,072418JMR3G,F06,17.25,1,,072518JMR4H,B06,32.26,32.26,17.74,1,,,,116,,,,,,,,,,,,,,,,,,,
70,"8 Fish, Tank 20",5,08.20.5,,072418JMR3G,G06,17.32,1,,072518JMR4H,C06,32.16,32.16,17.84,1,,,,116,,,,,,,,,,,,,,,,,,,
70,"8 Fish, Tank 20",5,08.20.5,,072418JMR3G,H06,17.63,1,,072518JMR4H,D06,32.08,32.08,17.92,1,,,,116,,,,,,,,,,,,,,,,,,,
70,"8 Fish, Tank 20",5,08.20.5,,,,,,,072518JMR4H,E06,31.54,31.54,18.46,1,,,,116,,,,,,,,,,,,,,,,,,,
70,"8 Fish, Tank 20",5,08.20.5,,,,,,,072518JMR4H,F06,32.98,32.98,17.02,1,,,,116,,,,,,,,,,,,,,,,,,,
70,"8 Fish, Tank 20",5,08.20.5,,,,,,,072518JMR4H,G06,32.41,32.41,17.59,1,,,,116,,,,,,,,,,,,,,,,,,,
70,"8 Fish, Tank 20",5,08.20.5,,,,,,,072518JMR4H,H06,32.19,32.19,17.81,1,,,,116,,,,,,,,,,,,,,,,,,,
71,"8 Fish, Tank 21",1,08.21.1,69,072418JMR2G,A09,16.33,1, 4/4,072518JMR3F,A09,33.77,33.77,16.23,1,8/8,16.14,0.25,69,,,,,,,,,,,,,,,,,,,
71,"8 Fish, Tank 21",1,08.21.1,,072418JMR2G,B09,16.17,1,,072518JMR3F,B09,34.22,34.22,15.78,1,,,,69,,,,,,,,,,,,,,,,,,,
71,"8 Fish, Tank 21",1,08.21.1,,072418JMR2G,C09,16.05,1,,072518JMR3F,C09,33.86,33.86,16.14,1,,,,69,,,,,,,,,,,,,,,,,,,
71,"8 Fish, Tank 21",1,08.21.1,,072418JMR2G,D09,16.14,1,,072518JMR3F,D09,33.58,33.58,16.42,1,,,,69,,,,,,,,,,,,,,,,,,,
