Target,SQ,Cq
eONKI4,12500,23.7515603
eONKI4,12500,23.664613
eONKI4,12500,23.71045624
eONKI4,12500,23.34440853
eONKI4,12500,23.44339988
eONKI4,12500,23.5105429
eONKI4,12500,23.9306899
eONKI4,2500,26.02120416
eONKI4,2500,26.27034105
eONKI4,2500,26.01196319
eONKI4,2500,26.25019805
eONKI4,2500,25.87115815
eONKI4,2500,26.08868428
eONKI4,2500,26.13517148
eONKI4,2500,26.40644955
eONKI4,500,28.38812551
eONKI4,500,28.64735442
eONKI4,500,28.08660965
eONKI4,500,28.64394148
eONKI4,500,28.31565451
eONKI4,500,28.49751269
eONKI4,500,28.76925871
eONKI4,500,29.11957048
eONKI4,100,31.01855693
eONKI4,100,30.85825796
eONKI4,100,30.5575066
eONKI4,100,30.72551717
eONKI4,100,30.31119017
eONKI4,100,30.9235415
eONKI4,100,31.07114507
eONKI4,100,31.4650197
eONKI4,100,32.05
eONKI4,100,32.17
eONKI4,100,32.71
eONKI4,100,32.57
eONKI4,100,32.39
eONKI4,100,32.05
eONKI4,100,32.48
eONKI4,100,32.89
eONKI4,100,32.07
eONKI4,100,32.54
eONKI4,100,32.38
eONKI4,100,32.33
eONKI4,100,32.29
eONKI4,100,32.02
eONKI4,100,32.95
eONKI4,100,32.34
eONKI4,20,33.57086506
eONKI4,20,33.51335611
eONKI4,20,34.00557637
eONKI4,20,33.32088151
eONKI4,20,33.05154903
eONKI4,20,33.10019479
eONKI4,20,32.86136757
eONKI4,20,33.09171577
eONKI4,20,34.3
eONKI4,20,34.32
eONKI4,20,34.69
eONKI4,20,33.61
eONKI4,20,34.55
eONKI4,20,34.04
eONKI4,20,35.27
eONKI4,20,33.44
eONKI4,20,33.69
eONKI4,20,34.48
eONKI4,20,35.22
eONKI4,20,33.96
eONKI4,20,33.17
eONKI4,20,33.33
eONKI4,20,33.52
eONKI4,20,34.02
eONKI4,4,36.03
eONKI4,4,36
eONKI4,4,38.95
eONKI4,4,38.4
eONKI4,4,35
eONKI4,4,37.59
eONKI4,4,NA
eONKI4,4,NA
eONKI4,4,35.44
eONKI4,4,36.46
eONKI4,4,35.57
eONKI4,4,36.27
eONKI4,4,36.3
eONKI4,4,36.94
eONKI4,4,37.05
eONKI4,4,NA
eONKI4,4,46.66
eONKI4,4,37.35
eONKI4,4,36.15
eONKI4,4,35.7
eONKI4,4,37.75
eONKI4,4,36.28
eONKI4,4,36.79
eONKI4,4,35.72
eONKI4,4,37.7
eONKI4,4,NA
eONKI4,4,NA
eONKI4,4,38.46
eONKI4,4,NA
eONKI4,4,37.44
eONKI4,4,37.47
eONKI4,4,39.34
eONKI4,3,39.02665248
eONKI4,3,35.16518677
eONKI4,3,36.97205746
eONKI4,3,34.69249615
eONKI4,3,34.93443306
eONKI4,3,35.53872319
eONKI4,3,38.12834632
eONKI4,3,35.92338421
eONKI4,3,36.42843749
eONKI4,3,36.47864306
eONKI4,3,NA
eONKI4,3,37.06489778
eONKI4,3,36.18962495
eONKI4,3,36.09238726
eONKI4,3,NA
eONKI4,3,38.50633365
eONKI4,3,37.37329348
eONKI4,3,NA
eONKI4,3,35.34745953
eONKI4,3,36.47996542
eONKI4,3,37.90407144
eONKI4,3,39.93595997
eONKI4,3,37.03759155
eONKI4,3,NA
eONKI4,3,NA
eONKI4,3,36.13
eONKI4,3,39.49
eONKI4,3,NA
eONKI4,3,NA
eONKI4,3,37.53
eONKI4,3,35.77
eONKI4,3,37.88
eONKI4,3,38.14
eONKI4,3,NA
eONKI4,3,36.17
eONKI4,3,38.29
eONKI4,3,NA
eONKI4,3,NA
eONKI4,3,NA
eONKI4,3,37.89
eONKI4,3,37.62
eONKI4,3,39.18
eONKI4,3,36.89
eONKI4,3,NA
eONKI4,3,37.85
eONKI4,3,39.01
eONKI4,3,37.24
eONKI4,3,NA
eONKI4,2,34.71689563
eONKI4,2,NA
eONKI4,2,36.82177729
eONKI4,2,NA
eONKI4,2,37.12685574
eONKI4,2,NA
eONKI4,2,36.5162695
eONKI4,2,39.06645065
eONKI4,2,38.63425407
eONKI4,2,34.3581671
eONKI4,2,35.78035332
eONKI4,2,35.3748893
eONKI4,2,36.68825344
eONKI4,2,35.85205156
eONKI4,2,36.22670901
eONKI4,2,36.76929888
eONKI4,2,38.14268622
eONKI4,2,38.36502823
eONKI4,2,37.34239235
eONKI4,2,38.80551943
eONKI4,2,NA
eONKI4,2,NA
eONKI4,2,39.30247201
eONKI4,2,38.44696411
eONKI4,2,NA
eONKI4,2,39.43
eONKI4,2,36.06
eONKI4,2,37.65
eONKI4,2,NA
eONKI4,2,37.93
eONKI4,2,37.74
eONKI4,2,NA
eONKI4,2,NA
eONKI4,2,NA
eONKI4,2,NA
eONKI4,2,NA
eONKI4,2,37.04
eONKI4,2,NA
eONKI4,2,NA
eONKI4,2,NA
eONKI4,2,NA
eONKI4,2,37.14
eONKI4,2,37.89
eONKI4,2,NA
eONKI4,2,37.09
eONKI4,2,NA
eONKI4,2,38.23
eONKI4,2,NA
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,35.44524131
eONKI4,1,37.97252956
eONKI4,1,NA
eONKI4,1,38.30357273
eONKI4,1,38.59878333
eONKI4,1,37.56051215
eONKI4,1,NA
eONKI4,1,38.08647743
eONKI4,1,NA
eONKI4,1,37.09667225
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,37.05383917
eONKI4,1,37.3280026
eONKI4,1,37.19059508
eONKI4,1,36.7510951
eONKI4,1,37.95394278
eONKI4,1,NA
eONKI4,1,37.66153942
eONKI4,1,37.85
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,37.64
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,37.24
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,38.08
eONKI4,1,NA
eONKI4,1,37.55
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,38.19
eONKI4,1,38.19
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,NA
eONKI4,1,NA
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.8,38.12
eONKI4,0.8,38.03
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.8,38.36
eONKI4,0.8,37.13
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.8,35.82
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.8,37.18
eONKI4,0.8,36.55
eONKI4,0.8,NA
eONKI4,0.8,36.22
eONKI4,0.8,36.88
eONKI4,0.8,39.43
eONKI4,0.8,37.64
eONKI4,0.8,37.66
eONKI4,0.8,37.07
eONKI4,0.8,36.62
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.8,NA
eONKI4,0.16,NA
eONKI4,0.16,NA
eONKI4,0.16,NA
eONKI4,0.16,37.81
eONKI4,0.16,NA
eONKI4,0.16,NA
eONKI4,0.16,NA
eONKI4,0.16,NA
eONKI4,0.16,NA
eONKI4,0.16,NA
eONKI4,0.16,NA
eONKI4,0.16,42.08
eONKI4,0.16,NA
eONKI4,0.16,38.86
eONKI4,0.16,NA
eONKI4,0.16,39.63
eONKI4,0.16,NA
eONKI4,0.16,43.01
eONKI4,0.16,NA
eONKI4,0.16,NA
eONKI4,0.16,NA
eONKI4,0.16,NA
eONKI4,0.16,38.04
eONKI4,0.16,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,38.49
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,37.47
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,38.67
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eONKI4,0.032,NA
eRAAU1,62500,21.76
eRAAU1,62500,21.54
eRAAU1,62500,21.71
eRAAU1,62500,21.8
eRAAU1,62500,21.45
eRAAU1,62500,21.56
eRAAU1,62500,21.82
eRAAU1,62500,21.81
eRAAU1,12500,24.08
eRAAU1,12500,24.18
eRAAU1,12500,24.12
eRAAU1,12500,24.25
eRAAU1,12500,24.03
eRAAU1,12500,24.05
eRAAU1,12500,24.21
eRAAU1,12500,24.32
eRAAU1,2500,26.39
eRAAU1,2500,26.82
eRAAU1,2500,26.57
eRAAU1,2500,26.56
eRAAU1,2500,26.38
eRAAU1,2500,26.48
eRAAU1,2500,26.87
eRAAU1,2500,26.85
eRAAU1,500,29.16
eRAAU1,500,28.97
eRAAU1,500,28.82
eRAAU1,500,28.94
eRAAU1,500,29.11
eRAAU1,500,29.07
eRAAU1,500,29.36
eRAAU1,500,29.45
eRAAU1,100,32.04
eRAAU1,100,31.79
eRAAU1,100,31.41
eRAAU1,100,31.81
eRAAU1,100,31.32
eRAAU1,100,31.73
eRAAU1,100,32.12
eRAAU1,100,31.68
eRAAU1,100,31.93
eRAAU1,100,32.14
eRAAU1,100,31.58
eRAAU1,100,32.08
eRAAU1,100,31.8
eRAAU1,100,31.88
eRAAU1,100,31.74
eRAAU1,100,32.29
eRAAU1,100,31.68
eRAAU1,100,31.65
eRAAU1,100,32.04
eRAAU1,100,31.99
eRAAU1,100,31.96
eRAAU1,100,32.07
eRAAU1,100,32.09
eRAAU1,100,31.98
eRAAU1,20,33.34
eRAAU1,20,34.04
eRAAU1,20,34.12
eRAAU1,20,33.65
eRAAU1,20,34.05
eRAAU1,20,36.26
eRAAU1,20,34.01
eRAAU1,20,34.12
eRAAU1,20,34.51
eRAAU1,20,34.91
eRAAU1,20,34.43
eRAAU1,20,33.68
eRAAU1,20,34.78
eRAAU1,20,34.33
eRAAU1,20,34.11
eRAAU1,20,35.15
eRAAU1,20,33.8
eRAAU1,20,33.8
eRAAU1,20,34.23
eRAAU1,20,34.32
eRAAU1,20,33.84
eRAAU1,20,33.7
eRAAU1,20,34.65
eRAAU1,20,35.85
eRAAU1,4,37.68
eRAAU1,4,41.06
eRAAU1,4,37.09
eRAAU1,4,37.91
eRAAU1,4,36.86
eRAAU1,4,36.84
eRAAU1,4,36.43
eRAAU1,4,37.34
eRAAU1,4,37.13
eRAAU1,4,NA
eRAAU1,4,36.55
eRAAU1,4,NA
eRAAU1,4,37.46
eRAAU1,4,36.73
eRAAU1,4,37.14
eRAAU1,4,38.4
eRAAU1,4,36.88
eRAAU1,4,39.72
eRAAU1,4,35.19
eRAAU1,4,NA
eRAAU1,4,37.06
eRAAU1,4,38.13
eRAAU1,4,36.52
eRAAU1,4,NA
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,37.76
eRAAU1,0.8,37.7
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,38.32
eRAAU1,0.8,NA
eRAAU1,0.8,37.2
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,NA
eRAAU1,0.8,37.22
eRAAU1,0.8,36.77
eRAAU1,0.8,38.97
eRAAU1,0.8,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,37.71
eRAAU1,0.16,38.54
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.16,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,38.26
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRAAU1,0.032,NA
eRACA2,62500,22.83
eRACA2,62500,23.37
eRACA2,62500,23.22
eRACA2,62500,23.42
eRACA2,62500,23.67
eRACA2,62500,23.42
eRACA2,62500,23.68
eRACA2,62500,23.66
eRACA2,12500,26.19
eRACA2,12500,26.35
eRACA2,12500,26.24
eRACA2,12500,26.24
eRACA2,12500,26.27
eRACA2,12500,26.03
eRACA2,12500,26.53
eRACA2,12500,26.29
eRACA2,2500,28.87
eRACA2,2500,29.13
eRACA2,2500,29.16
eRACA2,2500,28.91
eRACA2,2500,29.23
eRACA2,2500,28.96
eRACA2,2500,29.32
eRACA2,2500,29.51
eRACA2,500,31.6
eRACA2,500,31.57
eRACA2,500,31.43
eRACA2,500,31.79
eRACA2,500,31.83
eRACA2,500,32.16
eRACA2,500,32.2
eRACA2,500,32.19
eRACA2,100,34.68
eRACA2,100,34.47
eRACA2,100,34.08
eRACA2,100,35.08
eRACA2,100,34.26
eRACA2,100,34.73
eRACA2,100,35.06
eRACA2,100,35.18
eRACA2,100,35.58
eRACA2,100,35.28
eRACA2,100,35.01
eRACA2,100,35.25
eRACA2,100,34.71
eRACA2,100,34.76
eRACA2,100,35.42
eRACA2,100,35.54
eRACA2,100,35.06
eRACA2,100,35.52
eRACA2,100,34.59
eRACA2,100,35.41
eRACA2,100,34.32
eRACA2,100,34.59
eRACA2,100,35.54
eRACA2,100,35.18
eRACA2,20,37.3
eRACA2,20,37.45
eRACA2,20,36.3
eRACA2,20,37.29
eRACA2,20,36.63
eRACA2,20,36.59
eRACA2,20,37.66
eRACA2,20,38.2
eRACA2,20,38.95
eRACA2,20,38.13
eRACA2,20,37
eRACA2,20,37.98
eRACA2,20,37.15
eRACA2,20,38.73
eRACA2,20,37.86
eRACA2,20,39.08
eRACA2,20,37.77
eRACA2,20,37.8
eRACA2,20,38.79
eRACA2,20,38.1
eRACA2,20,37.21
eRACA2,20,38.28
eRACA2,20,38.29
eRACA2,20,37.75
eRACA2,4,40.94
eRACA2,4,39.99
eRACA2,4,38.73
eRACA2,4,NA
eRACA2,4,39.19
eRACA2,4,40.62
eRACA2,4,40.13
eRACA2,4,41.06
eRACA2,4,41.17
eRACA2,4,42.81
eRACA2,4,41.77
eRACA2,4,NA
eRACA2,4,NA
eRACA2,4,38.65
eRACA2,4,39.39
eRACA2,4,40.84
eRACA2,4,40.3
eRACA2,4,41.55
eRACA2,4,39.05
eRACA2,4,39.23
eRACA2,4,40.81
eRACA2,4,40.33
eRACA2,4,39.04
eRACA2,4,39.72
eRACA2,0.8,NA
eRACA2,0.8,40.93
eRACA2,0.8,41.83
eRACA2,0.8,NA
eRACA2,0.8,40.3
eRACA2,0.8,NA
eRACA2,0.8,42.19
eRACA2,0.8,NA
eRACA2,0.8,40.96
eRACA2,0.8,NA
eRACA2,0.8,NA
eRACA2,0.8,41.04
eRACA2,0.8,41.74
eRACA2,0.8,42.08
eRACA2,0.8,NA
eRACA2,0.8,NA
eRACA2,0.8,41.91
eRACA2,0.8,NA
eRACA2,0.8,NA
eRACA2,0.8,NA
eRACA2,0.8,42.07
eRACA2,0.8,42.09
eRACA2,0.8,NA
eRACA2,0.8,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.16,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRACA2,0.032,NA
eRALU2,62500,22.18
eRALU2,62500,22.5
eRALU2,62500,22.5
eRALU2,62500,22.7
eRALU2,62500,22.4
eRALU2,62500,22.78
eRALU2,62500,22.76
eRALU2,62500,22.76
eRALU2,12500,25.04
eRALU2,12500,25.16
eRALU2,12500,25.23
eRALU2,12500,25.1
eRALU2,12500,25.13
eRALU2,12500,25.3
eRALU2,12500,25.34
eRALU2,12500,25.37
eRALU2,2500,27.94
eRALU2,2500,28.11
eRALU2,2500,28.11
eRALU2,2500,27.17
eRALU2,2500,28.01
eRALU2,2500,27.91
eRALU2,2500,28.01
eRALU2,2500,28.2
eRALU2,500,30.2
eRALU2,500,30.43
eRALU2,500,30.4
eRALU2,500,30.67
eRALU2,500,30.27
eRALU2,500,30.81
eRALU2,500,30.8
eRALU2,500,30.96
eRALU2,100,33.12
eRALU2,100,33.65
eRALU2,100,33.24
eRALU2,100,33.02
eRALU2,100,32.97
eRALU2,100,32.65
eRALU2,100,33.33
eRALU2,100,33.33
eRALU2,100,33.19
eRALU2,100,33
eRALU2,100,33.08
eRALU2,100,32.92
eRALU2,100,32.96
eRALU2,100,33.19
eRALU2,100,33.29
eRALU2,100,33.4
eRALU2,100,33.2
eRALU2,100,33.28
eRALU2,100,33.14
eRALU2,100,33.2
eRALU2,100,33.16
eRALU2,100,33.1
eRALU2,100,33.29
eRALU2,100,33.63
eRALU2,20,35.99
eRALU2,20,36.35
eRALU2,20,35.23
eRALU2,20,35.51
eRALU2,20,36.29
eRALU2,20,36.38
eRALU2,20,35.49
eRALU2,20,37
eRALU2,20,35.43
eRALU2,20,35.14
eRALU2,20,35.18
eRALU2,20,36.83
eRALU2,20,35.18
eRALU2,20,34.49
eRALU2,20,35.18
eRALU2,20,36.13
eRALU2,20,35.57
eRALU2,20,35.89
eRALU2,20,34.78
eRALU2,20,35.47
eRALU2,20,37.42
eRALU2,20,35.39
eRALU2,20,35.18
eRALU2,20,35.94
eRALU2,4,40.57
eRALU2,4,38.27
eRALU2,4,39.03
eRALU2,4,37.53
eRALU2,4,38.64
eRALU2,4,40.28
eRALU2,4,39.27
eRALU2,4,43.12
eRALU2,4,NA
eRALU2,4,37.6
eRALU2,4,37.3
eRALU2,4,37.82
eRALU2,4,NA
eRALU2,4,37.84
eRALU2,4,NA
eRALU2,4,39.8
eRALU2,4,37.02
eRALU2,4,NA
eRALU2,4,37.64
eRALU2,4,37.1
eRALU2,4,39.48
eRALU2,4,37.69
eRALU2,4,37
eRALU2,4,39.91
eRALU2,0.8,NA
eRALU2,0.8,41.07
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,39.84
eRALU2,0.8,40.1
eRALU2,0.8,40.26
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,39.56
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.8,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,40.03
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,38.4
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.16,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,39.22
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRALU2,0.032,NA
eRAPR2,62500,24.1
eRAPR2,62500,24.24
eRAPR2,62500,24.12
eRAPR2,62500,24.28
eRAPR2,62500,24.06
eRAPR2,62500,23.85
eRAPR2,62500,24.56
eRAPR2,62500,24.69
eRAPR2,12500,27.24
eRAPR2,12500,27.27
eRAPR2,12500,26.89
eRAPR2,12500,26.92
eRAPR2,12500,26.91
eRAPR2,12500,27.08
eRAPR2,12500,27.11
eRAPR2,12500,27.52
eRAPR2,2500,30.34
eRAPR2,2500,30.08
eRAPR2,2500,30.04
eRAPR2,2500,30.02
eRAPR2,2500,30
eRAPR2,2500,29.5
eRAPR2,2500,30.25
eRAPR2,2500,30.49
eRAPR2,500,33.28
eRAPR2,500,33.14
eRAPR2,500,33.15
eRAPR2,500,33.4
eRAPR2,500,33.1
eRAPR2,500,33.14
eRAPR2,500,33.28
eRAPR2,500,33.92
eRAPR2,100,36.05
eRAPR2,100,36.2
eRAPR2,100,36.14
eRAPR2,100,35.86
eRAPR2,100,36.14
eRAPR2,100,36.29
eRAPR2,100,36.33
eRAPR2,100,36.79
eRAPR2,100,36.93
eRAPR2,100,36.83
eRAPR2,100,36.82
eRAPR2,100,36.72
eRAPR2,100,36.55
eRAPR2,100,36.83
eRAPR2,100,36.73
eRAPR2,100,37
eRAPR2,100,36.91
eRAPR2,100,36.93
eRAPR2,100,36.74
eRAPR2,100,37.15
eRAPR2,100,36.17
eRAPR2,100,36.39
eRAPR2,100,36.43
eRAPR2,100,36.54
eRAPR2,20,39.15
eRAPR2,20,39.09
eRAPR2,20,39.17
eRAPR2,20,38.33
eRAPR2,20,38.85
eRAPR2,20,38.94
eRAPR2,20,39.39
eRAPR2,20,39.6
eRAPR2,20,39.8
eRAPR2,20,39.17
eRAPR2,20,40.03
eRAPR2,20,39.58
eRAPR2,20,39.26
eRAPR2,20,38.97
eRAPR2,20,39.45
eRAPR2,20,39.25
eRAPR2,20,39.07
eRAPR2,20,39.31
eRAPR2,20,39.52
eRAPR2,20,40.23
eRAPR2,20,38.93
eRAPR2,20,39.32
eRAPR2,20,39.41
eRAPR2,20,39.64
eRAPR2,4,42.98
eRAPR2,4,43.06
eRAPR2,4,42.17
eRAPR2,4,NA
eRAPR2,4,41.88
eRAPR2,4,42.4
eRAPR2,4,44.53
eRAPR2,4,41.3
eRAPR2,4,43.13
eRAPR2,4,40.67
eRAPR2,4,42.13
eRAPR2,4,42.1
eRAPR2,4,41.11
eRAPR2,4,42.77
eRAPR2,4,41.5
eRAPR2,4,NA
eRAPR2,4,43.19
eRAPR2,4,41.38
eRAPR2,4,42.17
eRAPR2,4,43.71
eRAPR2,4,43.11
eRAPR2,4,41.16
eRAPR2,4,40.6
eRAPR2,4,41.71
eRAPR2,0.8,44.26
eRAPR2,0.8,43.68
eRAPR2,0.8,44.76
eRAPR2,0.8,44.93
eRAPR2,0.8,NA
eRAPR2,0.8,NA
eRAPR2,0.8,44.72
eRAPR2,0.8,44.93
eRAPR2,0.8,NA
eRAPR2,0.8,NA
eRAPR2,0.8,44.6
eRAPR2,0.8,45.11
eRAPR2,0.8,NA
eRAPR2,0.8,NA
eRAPR2,0.8,42.6
eRAPR2,0.8,NA
eRAPR2,0.8,NA
eRAPR2,0.8,43.94
eRAPR2,0.8,NA
eRAPR2,0.8,NA
eRAPR2,0.8,43.62
eRAPR2,0.8,NA
eRAPR2,0.8,NA
eRAPR2,0.8,45.2
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,45.02
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,44.59
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.16,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,44.3
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eRAPR2,0.032,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eONKI4,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
eFISH1,0,NA
